Kommun,Kommunnamn,DeSO_2018,RegSO_2020,RegSOkod_2020,socioekonomiskt_index
114,Upplands Vasby,0114C1010,Bollstanas,0114R001,4
114,Upplands Vasby,0114C1030,Bollstanas,0114R001,4
114,Upplands Vasby,0114C1050,Bollstanas,0114R001,4
114,Upplands Vasby,0114C1180,Hammarby-Vaxmyra,0114R002,4
114,Upplands Vasby,0114C1220,Hammarby-Vaxmyra,0114R002,4
114,Upplands Vasby,0114C1100,Odenslunda norra-Frestaby-Ekeby,0114R003,4
114,Upplands Vasby,0114C1140,Odenslunda norra-Frestaby-Ekeby,0114R003,4
114,Upplands Vasby,0114C1020,Odenslunda sodra-Bredden,0114R004,4
114,Upplands Vasby,0114C1070,Odenslunda sodra-Bredden,0114R004,4
114,Upplands Vasby,0114C1160,Runby norra,0114R005,4
114,Upplands Vasby,0114C1060,Runby sodra-Ed,0114R006,4
114,Upplands Vasby,0114C1110,Runby sodra-Ed,0114R006,4
114,Upplands Vasby,0114C1170,Skalby-Brunnby Vik,0114R007,3
114,Upplands Vasby,0114C1190,Skalby-Brunnby Vik,0114R007,3
114,Upplands Vasby,0114C1040,Smedby sodra-Alvsunda,0114R008,3
114,Upplands Vasby,0114C1080,Upplands Vasby centrum-Smedby norra,0114R009,2
114,Upplands Vasby,0114C1090,Upplands Vasby centrum-Smedby norra,0114R009,2
114,Upplands Vasby,0114A0010,Upplands Vasby omland,0114R010,4
114,Upplands Vasby,0114C1120,Vilunda vastra,0114R011,4
114,Upplands Vasby,0114C1150,Vilunda vastra,0114R011,4
114,Upplands Vasby,0114C1130,Vilunda ostra,0114R012,3
114,Upplands Vasby,0114C1200,Vilunda ostra,0114R012,3
114,Upplands Vasby,0114C1210,Vilunda ostra,0114R012,3
115,Vallentuna,0115B3010,Karby-Brottby,0115R001,4
115,Vallentuna,0115B2010,Lindholmen,0115R002,4
115,Vallentuna,0115C1060,Vallentuna centrala tatort,0115R003,4
115,Vallentuna,0115C1070,Vallentuna centrala tatort,0115R003,4
115,Vallentuna,0115C1090,Vallentuna centrala tatort,0115R003,4
115,Vallentuna,0115C1110,Vallentuna centrala tatort,0115R003,4
115,Vallentuna,0115A0010,Vallentuna landsbygd,0115R004,4
115,Vallentuna,0115A0020,Vallentuna landsbygd,0115R004,4
115,Vallentuna,0115A0030,Vallentuna landsbygd,0115R004,4
115,Vallentuna,0115A0040,Vallentuna landsbygd,0115R004,4
115,Vallentuna,0115C1010,Vallentuna sodra tatort,0115R005,5
115,Vallentuna,0115C1020,Vallentuna sodra tatort,0115R005,5
115,Vallentuna,0115C1030,Vallentuna sodra tatort,0115R005,5
115,Vallentuna,0115C1040,Vallentuna sodra tatort,0115R005,5
115,Vallentuna,0115C1080,Vallentuna vastra tatort,0115R006,4
115,Vallentuna,0115C1130,Vallentuna vastra tatort,0115R006,4
115,Vallentuna,0115C1050,Vallentuna ostra tatort,0115R007,4
115,Vallentuna,0115C1100,Vallentuna ostra tatort,0115R007,4
115,Vallentuna,0115C1120,Vallentuna ostra tatort,0115R007,4
117,Osteraker,0117C1130,Berga,0117R001,4
117,Osteraker,0117C1140,Berga,0117R001,4
117,Osteraker,0117C1150,Berga,0117R001,4
117,Osteraker,0117C1030,Brevik-Lervik-Flaxenvik,0117R002,5
117,Osteraker,0117C1080,Brevik-Lervik-Flaxenvik,0117R002,5
117,Osteraker,0117C1120,Hacksta-Centrumomradet,0117R003,4
117,Osteraker,0117A0020,Ljustero-omkringliggande skargard,0117R004,4
117,Osteraker,0117C1070,Margeretelunds centrum,0117R005,4
117,Osteraker,0117C1090,Margeretelunds centrum,0117R005,4
117,Osteraker,0117C1110,Norrgardshojden,0117R006,3
117,Osteraker,0117A0030,Roslagskulla-Furusundsleden,0117R007,4
117,Osteraker,0117A0010,Rydbo,0117R008,4
117,Osteraker,0117C1160,Skansta-Singo,0117R009,4
117,Osteraker,0117C1190,Skansta-Singo,0117R009,4
117,Osteraker,0117C1170,Stava-Smedby-Sjokarby,0117R010,4
117,Osteraker,0117C1180,Stava-Smedby-Sjokarby,0117R010,4
117,Osteraker,0117C1200,Stava-Smedby-Sjokarby,0117R010,4
117,Osteraker,0117C1010,Svinninge,0117R011,5
117,Osteraker,0117C1020,Svinninge,0117R011,5
117,Osteraker,0117C1100,Sora,0117R012,4
117,Osteraker,0117C1060,Tuna,0117R013,5
117,Osteraker,0117C1050,Taljo-Runo,0117R014,5
117,Osteraker,0117C1040,Osterskar,0117R015,5
120,Varmdo,0120C1190,Bjornkarret-Nyhem,0120R001,4
120,Varmdo,0120C1210,Djuro-Vindo,0120R002,4
120,Varmdo,0120C1080,Farstalandet-Charlottendal,0120R003,4
120,Varmdo,0120C1110,Farstalandet-Charlottendal,0120R003,4
120,Varmdo,0120C1090,Hagaberg,0120R004,5
120,Varmdo,0120C1130,Hemmesta,0120R005,4
120,Varmdo,0120C1160,Hemmesta,0120R005,4
120,Varmdo,0120C1040,Herrviksnas-Stromma-Hasselmara,0120R006,4
120,Varmdo,0120C1030,Ingaro norr,0120R007,4
120,Varmdo,0120C1060,Ingaro norr,0120R007,4
120,Varmdo,0120C1010,Ingaro soder,0120R008,4
120,Varmdo,0120C1020,Ingaro soder,0120R008,4
120,Varmdo,0120C1140,Kvarnberget-Hasthagen,0120R009,4
120,Varmdo,0120C1180,Munkmora-Osby grind,0120R010,3
120,Varmdo,0120C1100,Mortnas,0120R011,5
120,Varmdo,0120A0010,Norra Vardolandet-Skargarden,0120R012,4
120,Varmdo,0120C1200,Norra Vardolandet-Skargarden,0120R012,4
120,Varmdo,0120C1220,Ormingelandet,0120R013,4
120,Varmdo,0120C1070,Skeppsdalsstrom,0120R014,4
120,Varmdo,0120C1050,Stavsnas,0120R015,3
120,Varmdo,0120C1230,Torsby,0120R016,4
120,Varmdo,0120C1150,Alvsala-Skarmaro,0120R017,4
120,Varmdo,0120C1120,Osbydalen-Holmviksskogen,0120R018,4
120,Varmdo,0120C1170,Ostra Ekedal-Hojdhagen,0120R019,5
123,Jarfalla,0123C1030,Barkarby vastra-Skalby ostra,0123R001,4
123,Jarfalla,0123C1060,Barkarby vastra-Skalby ostra,0123R001,4
123,Jarfalla,0123C1090,Barkarby ostra-Veddesta,0123R002,4
123,Jarfalla,0123C1140,Barkarbystaden norra,0123R003,4
123,Jarfalla,0123C1330,Bolinder Strand,0123R004,5
123,Jarfalla,0123C1250,Centrala Jakobsberg,0123R005,3
123,Jarfalla,0123C1260,Centrala Jakobsberg,0123R005,3
123,Jarfalla,0123C1280,Centrala Jakobsberg,0123R005,3
123,Jarfalla,0123C1350,Centrala Kallhall,0123R006,4
123,Jarfalla,0123C1360,Centrala Kallhall,0123R006,4
123,Jarfalla,0123C1170,Centrala Soderhojden,0123R007,1
123,Jarfalla,0123C1150,Centrala Viksjo norra,0123R008,3
123,Jarfalla,0123C1080,Centrala Viksjo sodra,0123R009,4
123,Jarfalla,0123C1100,Centrala Viksjo sodra,0123R009,4
123,Jarfalla,0123C1040,Fjallen-Fastebol,0123R010,4
123,Jarfalla,0123C1110,Fjallen-Fastebol,0123R010,4
123,Jarfalla,0123C1230,Hammaren vastra,0123R011,3
123,Jarfalla,0123C1300,Jakobsberg norra,0123R012,4
123,Jarfalla,0123C1320,Jakobsberg norra,0123R012,4
123,Jarfalla,0123C1270,Jakobsberg vastra,0123R013,4
123,Jarfalla,0123C1310,Jakobsberg vastra,0123R013,4
123,Jarfalla,0123C1390,Kolarangen-Villastaden,0123R014,4
123,Jarfalla,0123C1340,Ladersattra,0123R015,4
123,Jarfalla,0123C1290,Nibble,0123R016,3
123,Jarfalla,0123C1160,Nyberg-Hammaren ostra,0123R017,2
123,Jarfalla,0123C1190,Nyberg-Hammaren ostra,0123R017,2
123,Jarfalla,0123C1380,Skogstorp,0123R018,4
123,Jarfalla,0123C1010,Skalby vastra,0123R019,4
123,Jarfalla,0123C1020,Skalby vastra,0123R019,4
123,Jarfalla,0123C1050,Skalby vastra,0123R019,4
123,Jarfalla,0123C1400,Staket,0123R020,4
123,Jarfalla,0123C1130,Tallbohov,0123R021,2
123,Jarfalla,0123C1210,Tallbohov,0123R021,2
123,Jarfalla,0123C1370,Ulvsattra,0123R022,2
123,Jarfalla,0123C1220,Vibblaby,0123R023,4
123,Jarfalla,0123C1240,Vibblaby,0123R023,4
123,Jarfalla,0123C1070,Viksjo vastra,0123R024,4
123,Jarfalla,0123C1120,Viksjo vastra,0123R024,4
123,Jarfalla,0123C1180,Viksjo vastra,0123R024,4
123,Jarfalla,0123C1200,Alsta,0123R025,3
125,Ekero,0125A0020,Adelso-Munso-Vastra Ekeron,0125R001,4
125,Ekero,0125A0030,Adelso-Munso-Vastra Ekeron,0125R001,4
125,Ekero,0125C1030,Ekebyhov-Trakvista-Vasby,0125R002,4
125,Ekero,0125C1060,Ekebyhov-Trakvista-Vasby,0125R002,4
125,Ekero,0125C1040,Ekero centrum-Ostra Ekeron,0125R003,4
125,Ekero,0125A0040,Faringso omland,0125R004,4
125,Ekero,0125B3010,Kungsberga-Farentuna-Hilleshog,0125R005,4
125,Ekero,0125B3020,Kungsberga-Farentuna-Hilleshog,0125R005,4
125,Ekero,0125A0010,Lovon,0125R006,4
125,Ekero,0125B2020,Stenhamra,0125R007,4
125,Ekero,0125B2030,Stenhamra,0125R007,4
125,Ekero,0125C1050,Sundby-Ekero sommarstad,0125R008,4
125,Ekero,0125B2010,Sodra Faringso,0125R009,4
125,Ekero,0125C1010,Vastra Sandudden-Lundhagen-Skarvik,0125R010,5
125,Ekero,0125C1020,Vastra Sandudden-Lundhagen-Skarvik,0125R010,5
125,Ekero,0125C1070,Alvnas-Brunna-Narlunda,0125R011,4
125,Ekero,0125C1080,Alvnas-Brunna-Narlunda,0125R011,4
126,Huddinge,0126C1080,Flemingsberg vastra,0126R001,2
126,Huddinge,0126C1110,Flemingsberg vastra,0126R001,2
126,Huddinge,0126C1140,Flemingsberg vastra,0126R001,2
126,Huddinge,0126C1020,Flemingsberg ostra,0126R002,2
126,Huddinge,0126C1030,Flemingsberg ostra,0126R002,2
126,Huddinge,0126C1060,Flemingsberg ostra,0126R002,2
126,Huddinge,0126C1180,Flemingsberg-Kasta,0126R003,4
126,Huddinge,0126C1360,Fullersta norra,0126R004,5
126,Huddinge,0126C1380,Fullersta norra,0126R004,5
126,Huddinge,0126C1390,Fullersta norra,0126R004,5
126,Huddinge,0126C1210,Fullersta sodra,0126R005,4
126,Huddinge,0126C1280,Fullersta sodra,0126R005,4
126,Huddinge,0126A0010,Glado-Lissma,0126R006,4
126,Huddinge,0126C1270,Glomsta-Loviseberg,0126R007,4
126,Huddinge,0126C1310,Glomsta-Loviseberg,0126R007,4
126,Huddinge,0126C1050,Hogmora-Vidja-Agesta,0126R008,4
126,Huddinge,0126C1350,Hogmora-Vidja-Agesta,0126R008,4
126,Huddinge,0126C1530,Kungens Kurva-Krakvik,0126R009,4
126,Huddinge,0126C1010,Lanna,0126R010,4
126,Huddinge,0126C1560,Segeltorp,0126R011,4
126,Huddinge,0126C1570,Segeltorp,0126R011,4
126,Huddinge,0126C1580,Segeltorp,0126R011,4
126,Huddinge,0126C1590,Segeltorp,0126R011,4
126,Huddinge,0126C1230,Sjodalen centrala-norra,0126R012,4
126,Huddinge,0126C1300,Sjodalen centrala-norra,0126R012,4
126,Huddinge,0126C1320,Sjodalen centrala-norra,0126R012,4
126,Huddinge,0126C1340,Sjodalen centrala-norra,0126R012,4
126,Huddinge,0126C1120,Sjodalen sodra,0126R013,4
126,Huddinge,0126C1150,Sjodalen sodra,0126R013,4
126,Huddinge,0126C1190,Sjodalen sodra,0126R013,4
126,Huddinge,0126C1260,Sjodalen sodra,0126R013,4
126,Huddinge,0126C1070,Skogas vastra,0126R014,2
126,Huddinge,0126C1090,Skogas vastra,0126R014,2
126,Huddinge,0126C1130,Skogas vastra,0126R014,2
126,Huddinge,0126C1160,Skogas vastra,0126R014,2
126,Huddinge,0126C1040,Skogas ostra,0126R015,4
126,Huddinge,0126C1100,Skogas ostra,0126R015,4
126,Huddinge,0126C1170,Skogas ostra,0126R015,4
126,Huddinge,0126C1440,Snattringe,0126R016,5
126,Huddinge,0126C1460,Snattringe,0126R016,5
126,Huddinge,0126C1470,Snattringe,0126R016,5
126,Huddinge,0126C1480,Snattringe,0126R016,5
126,Huddinge,0126C1500,Snattringe,0126R016,5
126,Huddinge,0126C1290,Stuvsta,0126R017,5
126,Huddinge,0126C1400,Stuvsta,0126R017,5
126,Huddinge,0126C1410,Stuvsta,0126R017,5
126,Huddinge,0126C1430,Stuvsta,0126R017,5
126,Huddinge,0126C1450,Stuvsta,0126R017,5
126,Huddinge,0126C1200,Trangsund,0126R018,5
126,Huddinge,0126C1240,Trangsund,0126R018,5
126,Huddinge,0126C1330,Trangsund,0126R018,5
126,Huddinge,0126C1220,Trangsund centrala,0126R019,3
126,Huddinge,0126C1250,Trangsund centrala,0126R019,3
126,Huddinge,0126C1510,Varby gard,0126R020,2
126,Huddinge,0126C1520,Varby gard,0126R020,2
126,Huddinge,0126C1540,Varby gard,0126R020,2
126,Huddinge,0126C1550,Varby gard,0126R020,2
126,Huddinge,0126C1370,Varby Haga-Masmo,0126R021,2
126,Huddinge,0126C1420,Varby Haga-Masmo,0126R021,2
126,Huddinge,0126C1490,Varby Udde-Duvberget,0126R022,3
127,Botkyrka,0127C1340,Albyberget,0127R001,2
127,Botkyrka,0127C1350,Albyberget,0127R001,2
127,Botkyrka,0127C1270,Albydalen,0127R002,2
127,Botkyrka,0127C1280,Albydalen,0127R002,2
127,Botkyrka,0127C1290,Albydalen,0127R002,2
127,Botkyrka,0127C1300,Albydalen,0127R002,2
127,Botkyrka,0127C1310,Albydalen,0127R002,2
127,Botkyrka,0127C1120,Brantbrink-Tullingeskog-Rormossen,0127R003,4
127,Botkyrka,0127C1130,Brantbrink-Tullingeskog-Rormossen,0127R003,4
127,Botkyrka,0127C1140,Brantbrink-Tullingeskog-Rormossen,0127R003,4
127,Botkyrka,0127A0020,Eriksberg-Sturehov,0127R004,2
127,Botkyrka,0127C1320,Eriksberg-Sturehov,0127R004,2
127,Botkyrka,0127C1330,Fittja,0127R005,1
127,Botkyrka,0127C1420,Fittja,0127R005,1
127,Botkyrka,0127C1440,Fittja,0127R005,1
127,Botkyrka,0127C1470,Fittja,0127R005,1
127,Botkyrka,0127A0010,Grodinge,0127R006,4
127,Botkyrka,0127C1370,Hallunda,0127R007,2
127,Botkyrka,0127C1400,Hallunda,0127R007,2
127,Botkyrka,0127C1430,Hallunda,0127R007,2
127,Botkyrka,0127C1030,Kassmyra-Skacklinge,0127R008,4
127,Botkyrka,0127C1040,Kassmyra-Skacklinge,0127R008,4
127,Botkyrka,0127C1150,Lanthem-Tullinge centrum-Tullingeberg,0127R009,4
127,Botkyrka,0127C1190,Lanthem-Tullinge centrum-Tullingeberg,0127R009,4
127,Botkyrka,0127C1210,Lanthem-Tullinge centrum-Tullingeberg,0127R009,4
127,Botkyrka,0127C1360,Norsborg,0127R010,1
127,Botkyrka,0127C1380,Norsborg,0127R010,1
127,Botkyrka,0127C1390,Norsborg,0127R010,1
127,Botkyrka,0127C1410,Norsborg,0127R010,1
127,Botkyrka,0127C1050,Riksten,0127R011,4
127,Botkyrka,0127C1450,Slagsta,0127R012,3
127,Botkyrka,0127C1460,Slagsta,0127R012,3
127,Botkyrka,0127C1480,Slagsta,0127R012,3
127,Botkyrka,0127C1080,Storvreten,0127R013,2
127,Botkyrka,0127C1090,Storvreten,0127R013,2
127,Botkyrka,0127C1110,Storvreten,0127R013,2
127,Botkyrka,0127C1230,Tullinge parkhem,0127R014,4
127,Botkyrka,0127C1250,Tullinge parkhem,0127R014,4
127,Botkyrka,0127C1240,Tullinge villastad,0127R015,4
127,Botkyrka,0127C1260,Tullinge villastad,0127R015,4
127,Botkyrka,0127C1100,Tumba centrum-Segersjo-Sandstugan,0127R016,3
127,Botkyrka,0127C1180,Tumba centrum-Segersjo-Sandstugan,0127R016,3
127,Botkyrka,0127C1160,Tuna,0127R017,2
127,Botkyrka,0127C1060,Uttran-Broang,0127R018,4
127,Botkyrka,0127C1070,Uttran-Broang,0127R018,4
127,Botkyrka,0127C1170,Vretarna-Hamra,0127R019,4
127,Botkyrka,0127C1200,Vretarna-Hamra,0127R019,4
127,Botkyrka,0127C1220,Vretarna-Hamra,0127R019,4
127,Botkyrka,0127C1010,Varsta,0127R020,4
127,Botkyrka,0127C1020,Varsta,0127R020,4
128,Salem,0128A0010,Ronninge,0128R001,4
128,Salem,0128C1010,Ronninge,0128R001,4
128,Salem,0128C1020,Ronninge,0128R001,4
128,Salem,0128C1040,Salem vastra,0128R002,4
128,Salem,0128C1060,Salem ostra,0128R003,4
128,Salem,0128C1070,Salem ostra,0128R003,4
128,Salem,0128C1030,Salems centrum,0128R004,3
128,Salem,0128C1050,Salems centrum,0128R004,3
136,Haninge,0136C1260,Brandbergen centrala,0136R001,2
136,Haninge,0136C1270,Brandbergen centrala,0136R001,2
136,Haninge,0136C1280,Brandbergen centrala,0136R001,2
136,Haninge,0136C1320,Brandbergen norra,0136R002,3
136,Haninge,0136C1180,Brandbergen sodra,0136R003,3
136,Haninge,0136C1230,Brandbergen sodra,0136R003,3
136,Haninge,0136C1240,Brandbergen sodra,0136R003,3
136,Haninge,0136B2010,Dalaro,0136R004,4
136,Haninge,0136C1420,Gudo,0136R005,5
136,Haninge,0136C1430,Gudo,0136R005,5
136,Haninge,0136C1210,Handen centrala,0136R006,3
136,Haninge,0136C1290,Handen centrala,0136R006,3
136,Haninge,0136C1160,Handen sodra,0136R007,3
136,Haninge,0136C1190,Handen sodra,0136R007,3
136,Haninge,0136C1200,Handen sodra,0136R007,3
136,Haninge,0136C1170,Handen vastra,0136R008,3
136,Haninge,0136C1220,Handen vastra,0136R008,3
136,Haninge,0136C1250,Handen vastra,0136R008,3
136,Haninge,0136A0020,Haninge skargard-glesbygd,0136R009,4
136,Haninge,0136A0030,Haninge skargard-glesbygd,0136R009,4
136,Haninge,0136C1120,Jordbro centrala,0136R010,1
136,Haninge,0136C1130,Jordbro centrala,0136R010,1
136,Haninge,0136C1140,Jordbro norra,0136R011,4
136,Haninge,0136C1150,Jordbro norra,0136R011,4
136,Haninge,0136C1090,Jordbro Sodra,0136R012,2
136,Haninge,0136C1100,Jordbro Sodra,0136R012,2
136,Haninge,0136A0010,Musko,0136R013,3
136,Haninge,0136C1410,Norrby-Vendelso Gard,0136R014,4
136,Haninge,0136C1440,Norrby-Vendelso Gard,0136R014,4
136,Haninge,0136C1370,Soderby,0136R015,4
136,Haninge,0136C1010,Tungelsta centrala,0136R016,4
136,Haninge,0136C1020,Tungelsta centrala,0136R016,4
136,Haninge,0136C1060,Tungelsta norra,0136R017,4
136,Haninge,0136C1450,Tungelsta norra,0136R017,4
136,Haninge,0136C1340,Vega centrala-Handen norra,0136R018,4
136,Haninge,0136C1400,Vega norra,0136R019,4
136,Haninge,0136C1310,Vega vastra,0136R020,4
136,Haninge,0136C1380,Vendelso vastra,0136R021,4
136,Haninge,0136C1390,Vendelso ostra,0136R022,4
136,Haninge,0136C1330,Vendelsomalm vastra,0136R023,4
136,Haninge,0136C1360,Vendelsomalm vastra,0136R023,4
136,Haninge,0136C1300,Vendelsomalm ostra,0136R024,4
136,Haninge,0136C1350,Vendelsomalm ostra,0136R024,4
136,Haninge,0136C1040,Vasterhaninge centrala,0136R025,4
136,Haninge,0136C1070,Vasterhaninge norra,0136R026,3
136,Haninge,0136C1110,Vasterhaninge norra,0136R026,3
136,Haninge,0136C1080,Vasterhaninge vastra,0136R027,4
136,Haninge,0136C1030,Vasterhaninge ostra,0136R028,4
136,Haninge,0136C1050,Vasterhaninge ostra,0136R028,4
138,Tyreso,0138C1010,Fornudden-Drevviken,0138R001,5
138,Tyreso,0138C1020,Fornudden-Drevviken,0138R001,5
138,Tyreso,0138C1140,Fardala,0138R002,5
138,Tyreso,0138C1120,Granangsringen-Nyboda,0138R003,2
138,Tyreso,0138C1130,Granangsringen-Nyboda,0138R003,2
138,Tyreso,0138C1030,Hanviken-Skalsatra,0138R004,4
138,Tyreso,0138C1040,Hanviken-Skalsatra,0138R004,4
138,Tyreso,0138C1110,Hanviken-Skalsatra,0138R004,4
138,Tyreso,0138C1070,Krusboda,0138R005,4
138,Tyreso,0138C1100,Krusboda,0138R005,4
138,Tyreso,0138C1170,Lindalen,0138R006,4
138,Tyreso,0138A0010,Raksta-Brevik,0138R007,4
138,Tyreso,0138C1060,Raksta-Brevik,0138R007,4
138,Tyreso,0138C1250,Raksta-Brevik,0138R007,4
138,Tyreso,0138C1210,Sikvagen,0138R008,4
138,Tyreso,0138C1150,Tyreso centrum,0138R009,3
138,Tyreso,0138C1160,Tyreso centrum,0138R009,3
138,Tyreso,0138C1200,Tyreso centrum,0138R009,3
138,Tyreso,0138C1190,Tyreso Strand,0138R010,5
138,Tyreso,0138C1220,Tyreso Strand,0138R010,5
138,Tyreso,0138C1240,Tyreso Strand,0138R010,5
138,Tyreso,0138C1090,Vastra Farmarstigen,0138R011,4
138,Tyreso,0138C1050,Vastra Trollbacken,0138R012,4
138,Tyreso,0138C1180,Oringe-Kolardammarna,0138R013,4
138,Tyreso,0138C1230,Oringe-Kolardammarna,0138R013,4
138,Tyreso,0138C1080,Ostra Farmarstigen,0138R014,3
139,Upplands-Bro,0139C1060,Brunna,0139R001,4
139,Upplands-Bro,0139C1070,Brunna,0139R001,4
139,Upplands-Bro,0139B2020,Centrala Bro,0139R002,2
139,Upplands-Bro,0139B2030,Centrala Bro,0139R002,2
139,Upplands-Bro,0139B2050,Centrala Bro,0139R002,2
139,Upplands-Bro,0139C1010,Centrala Kungsangen,0139R003,3
139,Upplands-Bro,0139C1040,Centrala Kungsangen,0139R003,3
139,Upplands-Bro,0139C1030,Lillsjon-Sylta-Alsta,0139R004,4
139,Upplands-Bro,0139B2060,Norra Bro,0139R005,4
139,Upplands-Bro,0139C1020,Norrboda-Tibble,0139R006,4
139,Upplands-Bro,0139C1050,Norrboda-Tibble,0139R006,4
139,Upplands-Bro,0139B2010,Rosenangarna-Osterhagen,0139R007,4
139,Upplands-Bro,0139B2040,Sodra Bro-Onsta,0139R008,3
139,Upplands-Bro,0139A0020,Upplands-Bro norra omland,0139R009,4
139,Upplands-Bro,0139A0010,Upplands-Bro sodra omland,0139R010,3
140,Nykvarn,0140C1010,Nykvarn,0140R001,4
140,Nykvarn,0140C1020,Nykvarn,0140R001,4
140,Nykvarn,0140C1030,Nykvarn,0140R001,4
140,Nykvarn,0140C1040,Nykvarn,0140R001,4
140,Nykvarn,0140A0020,Taxinge,0140R002,4
140,Nykvarn,0140A0010,Turinge,0140R003,4
160,Taby,0160C1340,Arninge-Ullna,0160R001,4
160,Taby,0160C1370,Byle,0160R002,5
160,Taby,0160C1120,Ella Gard,0160R003,5
160,Taby,0160C1130,Ella Gard,0160R003,5
160,Taby,0160C1180,Ella Gard,0160R003,5
160,Taby,0160C1210,Ella Park,0160R004,5
160,Taby,0160C1260,Ensta,0160R005,4
160,Taby,0160C1280,Erikslund,0160R006,5
160,Taby,0160C1250,Gribby-Kohagen,0160R007,4
160,Taby,0160C1290,Gribby-Kohagen,0160R007,4
160,Taby,0160C1300,Gribby-Myrang,0160R008,5
160,Taby,0160C1310,Gribby-Myrang,0160R008,5
160,Taby,0160C1350,Karlsund,0160R009,5
160,Taby,0160C1020,Lahall,0160R010,4
160,Taby,0160C1060,Lahall,0160R010,4
160,Taby,0160C1360,Midgard,0160R011,4
160,Taby,0160C1090,Nytorp,0160R012,4
160,Taby,0160C1040,Nasby Park,0160R013,5
160,Taby,0160C1010,Nasby Slott,0160R014,5
160,Taby,0160C1080,Nasbydal,0160R015,4
160,Taby,0160C1100,Nasbydal,0160R015,4
160,Taby,0160C1030,Roslags-Nasby,0160R016,5
160,Taby,0160C1050,Roslags-Nasby,0160R016,5
160,Taby,0160C1380,Runborg,0160R017,5
160,Taby,0160C1110,Skarpang,0160R018,5
160,Taby,0160C1170,Skarpang,0160R018,5
160,Taby,0160C1200,Tibble,0160R019,4
160,Taby,0160C1230,Tibble,0160R019,4
160,Taby,0160C1150,Taby Centrum,0160R020,4
160,Taby,0160C1140,Taby Park,0160R021,4
160,Taby,0160C1270,Vallabrink,0160R022,5
160,Taby,0160C1320,Vallatorp,0160R023,5
160,Taby,0160C1070,Viggbyholm,0160R024,5
160,Taby,0160C1330,Visinge,0160R025,5
160,Taby,0160C1190,Vastra Hagernas,0160R026,5
160,Taby,0160C1240,Vastra Hagernas,0160R026,5
160,Taby,0160C1160,Ostra Hagernas,0160R027,4
160,Taby,0160C1220,Ostra Hagernas,0160R027,4
162,Danderyd,0162C1070,Danderyd centrala vastra,0162R001,4
162,Danderyd,0162C1090,Danderyd centrala vastra,0162R001,4
162,Danderyd,0162C1140,Danderyd centrala vastra,0162R001,4
162,Danderyd,0162C1040,Danderyd centrala ostra,0162R002,4
162,Danderyd,0162C1060,Danderyd centrala ostra,0162R002,4
162,Danderyd,0162C1110,Danderyd vastra,0162R003,5
162,Danderyd,0162C1130,Danderyd vastra,0162R003,5
162,Danderyd,0162C1170,Danderyd vastra,0162R003,5
162,Danderyd,0162C1100,Djursholm norra,0162R004,4
162,Danderyd,0162C1150,Djursholm norra,0162R004,4
162,Danderyd,0162C1160,Djursholm norra,0162R004,4
162,Danderyd,0162C1030,Djursholm sodra,0162R005,5
162,Danderyd,0162C1080,Djursholm sodra,0162R005,5
162,Danderyd,0162C1120,Djursholm sodra,0162R005,5
162,Danderyd,0162C1180,Enebyberg,0162R006,5
162,Danderyd,0162C1190,Enebyberg,0162R006,5
162,Danderyd,0162C1200,Enebyberg,0162R006,5
162,Danderyd,0162C1010,Stocksund,0162R007,5
162,Danderyd,0162C1020,Stocksund,0162R007,5
162,Danderyd,0162C1050,Stocksund,0162R007,5
163,Sollentuna,0163C1090,Bagarby,0163R001,2
163,Sollentuna,0163C1100,Bagarby,0163R001,2
163,Sollentuna,0163C1120,Bagarby,0163R001,2
163,Sollentuna,0163C1250,Edsberg,0163R002,3
163,Sollentuna,0163C1260,Edsberg,0163R002,3
163,Sollentuna,0163C1270,Edsberg,0163R002,3
163,Sollentuna,0163C1050,Edsviken-Kummelby,0163R003,5
163,Sollentuna,0163C1080,Edsviken-Kummelby,0163R003,5
163,Sollentuna,0163C1040,Eriksberg-Fagelsangen,0163R004,4
163,Sollentuna,0163C1060,Eriksberg-Fagelsangen,0163R004,4
163,Sollentuna,0163C1130,Falkberget-Sodra Sjoberg,0163R005,5
163,Sollentuna,0163C1190,Falkberget-Sodra Sjoberg,0163R005,5
163,Sollentuna,0163C1360,Gillbo-Gillberga,0163R006,5
163,Sollentuna,0163C1380,Gillbo-Gillberga,0163R006,5
163,Sollentuna,0163C1030,Helenelunds centrum,0163R007,4
163,Sollentuna,0163C1220,Haggvik-Klasro,0163R008,4
163,Sollentuna,0163C1240,Haggvik-Klasro,0163R008,4
163,Sollentuna,0163C1160,Knista,0163R009,4
163,Sollentuna,0163C1180,Knista,0163R009,4
163,Sollentuna,0163C1210,Landsnora-Kvarnskogen,0163R010,4
163,Sollentuna,0163C1230,Landsnora-Kvarnskogen,0163R010,4
163,Sollentuna,0163C1300,Norrviken,0163R011,4
163,Sollentuna,0163C1330,Norrviken,0163R011,4
163,Sollentuna,0163C1140,Nytorp-Hersby-Skansen,0163R012,5
163,Sollentuna,0163C1200,Nytorp-Hersby-Skansen,0163R012,5
163,Sollentuna,0163C1350,Rotebro centrum,0163R013,3
163,Sollentuna,0163C1370,Rotsunda,0163R014,3
163,Sollentuna,0163C1390,Rotsunda,0163R014,3
163,Sollentuna,0163C1400,Rotsunda,0163R014,3
