Kommun,Kommunnamn,DeSO_2018,RegSO_2020,RegSOkod_2020,socioekonomiskt_index
380,Uppsala,0380C1960,Ostra Granby-Brillinge,0380R057,3
380,Uppsala,0380C2140,Ostra Granby-Brillinge,0380R057,3
380,Uppsala,0380C1930,Ostra Kapellgardet,0380R058,3
380,Uppsala,0380C1970,Ostra Kapellgardet,0380R058,3
380,Uppsala,0380C2010,Ostra Kapellgardet,0380R058,3
380,Uppsala,0380C1370,Ostra Stenhagen-Kvarnbo,0380R059,2
380,Uppsala,0380C1500,Ostra Stenhagen-Kvarnbo,0380R059,2
380,Uppsala,0380B2020,Ostra Storvreta,0380R060,5
380,Uppsala,0380B2030,Ostra Storvreta,0380R060,5
380,Uppsala,0380C2060,Ostra Svartbacken-Barby hage,0380R061,5
380,Uppsala,0380C2170,Ostra Svartbacken-Barby hage,0380R061,5
380,Uppsala,0380C1910,Ostra Svartbacken-Barby hage,0380R061,5
381,Enkoping,0381C1010,Bergvreten-Gansta-Akersberg,0381R001,4
381,Enkoping,0381C1040,Bergvreten-Gansta-Akersberg,0381R001,4
381,Enkoping,0381B3010,Bredsand-Haga,0381R002,5
381,Enkoping,0381C1030,Enkoping centrum-Sankt Ilian,0381R003,3
381,Enkoping,0381C1060,Enkoping centrum-Sankt Ilian,0381R003,3
381,Enkoping,0381C1090,Enkoping centrum-Sankt Ilian,0381R003,3
381,Enkoping,0381C1050,Fanna-Korsangen-Alvdansen,0381R004,3
381,Enkoping,0381C1080,Fanna-Korsangen-Alvdansen,0381R004,3
381,Enkoping,0381A0080,Fjardhundra,0381R005,4
381,Enkoping,0381A0090,Fjardhundra,0381R005,4
381,Enkoping,0381C1070,Galgvreten-Vasterleden,0381R006,2
381,Enkoping,0381C1100,Galgvreten-Vasterleden,0381R006,2
381,Enkoping,0381C1110,Galgvreten-Vasterleden,0381R006,2
381,Enkoping,0381A0070,Lagunda,0381R007,4
381,Enkoping,0381B2010,Lagunda,0381R007,4
381,Enkoping,0381C1020,Munksundet-Grongarn,0381R008,4
381,Enkoping,0381C1120,Romberga,0381R009,1
381,Enkoping,0381A0050,Trogd,0381R010,4
381,Enkoping,0381B4010,Trogd,0381R010,4
381,Enkoping,0381A0010,Trogd,0381R010,4
381,Enkoping,0381A0030,Trogd,0381R010,4
381,Enkoping,0381A0020,Asunda,0381R011,4
381,Enkoping,0381A0040,Asunda,0381R011,4
381,Enkoping,0381A0060,Asunda,0381R011,4
381,Enkoping,0381B5010,Asunda,0381R011,4
382,Osthammar,0382B3010,Alunda,0382R001,4
382,Osthammar,0382B3020,Alunda,0382R001,4
382,Osthammar,0382A0010,Alunda omland,0382R002,4
382,Osthammar,0382B2010,Gimo,0382R003,3
382,Osthammar,0382B2020,Gimo,0382R003,3
382,Osthammar,0382A0020,Gimo omland,0382R004,4
382,Osthammar,0382B5010,Oregrund,0382R005,4
382,Osthammar,0382A0050,Oregrund omland,0382R006,4
382,Osthammar,0382B4010,Osterbybruk,0382R007,3
382,Osthammar,0382B4020,Osterbybruk,0382R007,3
382,Osthammar,0382A0030,Osterbybruk omland,0382R008,4
382,Osthammar,0382C1010,Osthammar,0382R009,4
382,Osthammar,0382C1020,Osthammar,0382R009,4
382,Osthammar,0382C1030,Osthammar,0382R009,4
382,Osthammar,0382A0040,Osthammar omland,0382R010,4
428,Vingaker,0428A0020,Baggetorp-Marmorbyn,0428R001,4
428,Vingaker,0428A0010,Hogsjo-Sodra landsbygden,0428R002,3
428,Vingaker,0428A0030,Lappe-Osteraker,0428R003,4
428,Vingaker,0428C1010,Vannala,0428R004,4
428,Vingaker,0428C1030,Vingakers norra tatort,0428R005,3
428,Vingaker,0428C1020,Vingakers sodra tatort,0428R006,1
461,Gnesta,0461C1040,Gnesta norra,0461R001,4
461,Gnesta,0461C1020,Gnesta sodra,0461R002,4
461,Gnesta,0461C1030,Gnesta sodra,0461R002,4
461,Gnesta,0461C1010,Gnesta vastra,0461R003,2
461,Gnesta,0461A0040,Laxne-Gasinge-Dillnas,0461R004,4
461,Gnesta,0461A0010,Stjarnhov-Bjornlunda-Hallsta,0461R005,4
461,Gnesta,0461A0020,Stjarnhov-Bjornlunda-Hallsta,0461R005,4
461,Gnesta,0461A0030,Stjarnhov-Bjornlunda-Hallsta,0461R005,4
480,Nykoping,0480C1010,Arno,0480R001,4
480,Nykoping,0480C1020,Arno,0480R001,4
480,Nykoping,0480A0030,Bergshammar-Tuna,0480R002,4
480,Nykoping,0480B2010,Bergshammar-Tuna,0480R002,4
480,Nykoping,0480B2020,Bergshammar-Tuna,0480R002,4
480,Nykoping,0480C1040,Brandholmen-Rosenkalla,0480R003,4
480,Nykoping,0480C1070,Brandholmen-Rosenkalla,0480R003,4
480,Nykoping,0480C1160,Brandkarr,0480R004,1
480,Nykoping,0480C1150,Brandkarr,0480R004,1
480,Nykoping,0480C1090,Bryngelstorp-Tjuvholmen,0480R005,4
480,Nykoping,0480C1190,Harg-Oxbacken,0480R006,4
480,Nykoping,0480C1130,Hallet-Blommenhov,0480R007,4
480,Nykoping,0480C1030,Hogbrunn-Idbacken,0480R008,4
480,Nykoping,0480A0020,Lunda-Kila,0480R009,4
480,Nykoping,0480A0040,Lunda-Kila,0480R009,4
480,Nykoping,0480C1050,Nykoping vaster-Spelhagen,0480R010,4
480,Nykoping,0480C1080,Nykoping vaster-Spelhagen,0480R010,4
480,Nykoping,0480C1060,Nykoping oster-Fagelbo,0480R011,3
480,Nykoping,0480C1100,Nykoping oster-Fagelbo,0480R011,3
480,Nykoping,0480C1170,Oppeby,0480R012,3
480,Nykoping,0480C1180,Oppeby,0480R012,3
480,Nykoping,0480A0090,Runtuna-Ludgo,0480R013,4
480,Nykoping,0480C1120,Stenkulla-Malmbryggshagen,0480R014,3
480,Nykoping,0480A0060,Stigtomta,0480R015,4
480,Nykoping,0480B3010,Stigtomta,0480R015,4
480,Nykoping,0480A0050,Svarta,0480R016,4
480,Nykoping,0480A0010,Tunaberg,0480R017,4
480,Nykoping,0480B4010,Tunaberg,0480R017,4
480,Nykoping,0480A0070,Tystberga-Lastringe,0480R018,4
480,Nykoping,0480A0080,Vrena-Raby,0480R019,4
480,Nykoping,0480C1110,Ostra Villastaden-Isaksdal-Ekensberg,0480R020,3
480,Nykoping,0480C1140,Ostra Villastaden-Isaksdal-Ekensberg,0480R020,3
481,Oxelosund,0481C1050,Oxelosund norra,0481R001,3
481,Oxelosund,0481C1070,Oxelosund norra omland,0481R002,4
481,Oxelosund,0481C1010,Oxelosund sodra omland,0481R003,4
481,Oxelosund,0481C1030,Oxelosund vastra,0481R004,4
481,Oxelosund,0481C1060,Oxelosund vastra,0481R004,4
481,Oxelosund,0481C1020,Oxelosund ostra,0481R005,2
481,Oxelosund,0481C1040,Oxelosund ostra,0481R005,2
482,Flen,0482A0030,Flens landsbygd norra,0482R001,4
482,Flen,0482A0010,Flens landsbygd sodra,0482R002,4
482,Flen,0482A0020,Flens landsbygd ostra,0482R003,3
482,Flen,0482C1010,Flensby-Bjurtorp-Oja,0482R004,3
482,Flen,0482B3010,Halleforsnas,0482R005,2
482,Flen,0482B2010,Malmkoping,0482R006,2
482,Flen,0482C1050,Mellosa-Orrhammar,0482R007,4
482,Flen,0482C1030,Nybble-Centrum nordvast,0482R008,2
482,Flen,0482C1040,Orro-Brogetorp-Centrum nordost,0482R009,3
482,Flen,0482C1020,Salsta-Centrum sodra,0482R010,1
483,Katrineholm,0483A0010,Forssjo-Bjorkvik,0483R001,4
483,Katrineholm,0483A0020,Forssjo-Bjorkvik,0483R001,4
483,Katrineholm,0483C1140,Gersnas-Lovasen,0483R002,2
483,Katrineholm,0483A0060,Julita-Bie,0483R003,4
483,Katrineholm,0483A0050,Julita-Bie,0483R003,4
483,Katrineholm,0483C1110,Katrineholm centrum-Kerstinboda,0483R004,2
483,Katrineholm,0483C1120,Katrineholm norra,0483R005,1
483,Katrineholm,0483C1130,Katrineholm norra,0483R005,1
483,Katrineholm,0483C1080,Katrineholm ostra,0483R006,2
483,Katrineholm,0483C1100,Katrineholm ostra,0483R006,2
483,Katrineholm,0483C1050,Nyhem-Navertorp,0483R007,1
483,Katrineholm,0483C1090,Nyhem-Navertorp,0483R007,1
483,Katrineholm,0483C1040,Oppunda-Laggarhult,0483R008,4
483,Katrineholm,0483C1060,Oppunda-Laggarhult,0483R008,4
483,Katrineholm,0483C1020,Strandsvagsomradet-Skogsborg,0483R009,3
483,Katrineholm,0483C1030,Strandsvagsomradet-Skogsborg,0483R009,3
483,Katrineholm,0483A0040,Valla-Skoldinge-Floda,0483R010,3
483,Katrineholm,0483B2010,Valla-Skoldinge-Floda,0483R010,3
483,Katrineholm,0483A0030,Varmbol-Duveholm,0483R011,4
483,Katrineholm,0483C1010,Varmbol-Duveholm,0483R011,4
483,Katrineholm,0483C1070,Varmbol-Duveholm,0483R011,4
484,Eskilstuna,0484A0030,Alberga-Lista,0484R001,4
484,Eskilstuna,0484A0050,Alberga-Lista,0484R001,4
484,Eskilstuna,0484C1230,Eskilstuna centrum,0484R002,3
484,Eskilstuna,0484C1270,Eskilstuna centrum,0484R002,3
484,Eskilstuna,0484C1130,Eskilstuna soder,0484R003,3
484,Eskilstuna,0484C1150,Eskilstuna soder,0484R003,3
484,Eskilstuna,0484C1170,Eskilstuna soder,0484R003,3
484,Eskilstuna,0484C1210,Eskilstuna oster,0484R004,3
484,Eskilstuna,0484C1240,Eskilstuna oster,0484R004,3
484,Eskilstuna,0484C1050,Froslunda-Vilsta,0484R005,1
484,Eskilstuna,0484C1090,Froslunda-Vilsta,0484R005,1
484,Eskilstuna,0484C1250,Gredby-Lundby-Brottsta-Flacksta,0484R006,4
484,Eskilstuna,0484C1280,Gredby-Lundby-Brottsta-Flacksta,0484R006,4
484,Eskilstuna,0484C1300,Gredby-Lundby-Brottsta-Flacksta,0484R006,4
484,Eskilstuna,0484C1460,Goksten-Krusgarden-Edvardslund-Glomsta,0484R007,3
484,Eskilstuna,0484C1470,Goksten-Krusgarden-Edvardslund-Glomsta,0484R007,3
484,Eskilstuna,0484C1480,Goksten-Krusgarden-Edvardslund-Glomsta,0484R007,3
484,Eskilstuna,0484A0010,Hallsta-Balgviken,0484R008,4
484,Eskilstuna,0484B5010,Hallsta-Balgviken,0484R008,4
484,Eskilstuna,0484C1400,Hallbybrunn-Folkesta,0484R009,4
484,Eskilstuna,0484C1420,Hallbybrunn-Folkesta,0484R009,4
484,Eskilstuna,0484B2010,Kvicksund-Tumbo,0484R010,5
484,Eskilstuna,0484C1080,Lagersberg-Rabergstorp,0484R011,1
484,Eskilstuna,0484C1100,Lagersberg-Rabergstorp,0484R011,1
484,Eskilstuna,0484C1030,Mesta-Borsokna,0484R012,4
484,Eskilstuna,0484C1040,Mesta-Borsokna,0484R012,4
484,Eskilstuna,0484C1260,Munktellstaden-Norr-Gamla staden,0484R013,3
484,Eskilstuna,0484C1290,Munktellstaden-Norr-Gamla staden,0484R013,3
484,Eskilstuna,0484C1310,Munktellstaden-Norr-Gamla staden,0484R013,3
484,Eskilstuna,0484C1340,Munktellstaden-Norr-Gamla staden,0484R013,3
484,Eskilstuna,0484C1110,Myrtorp-Vastermalm-Brunnsbacken,0484R014,1
484,Eskilstuna,0484C1120,Myrtorp-Vastermalm-Brunnsbacken,0484R014,1
484,Eskilstuna,0484C1190,Nyfors centrum-Vaster,0484R015,1
484,Eskilstuna,0484C1220,Nyfors centrum-Vaster,0484R015,1
484,Eskilstuna,0484C1320,Nyfors centrum-Vaster,0484R015,1
484,Eskilstuna,0484C1330,Roksta-Eskilshem-Balsta,0484R016,3
484,Eskilstuna,0484C1350,Roksta-Eskilshem-Balsta,0484R016,3
484,Eskilstuna,0484C1390,Skiftinge-Djursta,0484R017,1
484,Eskilstuna,0484C1410,Skiftinge-Djursta,0484R017,1
484,Eskilstuna,0484C1430,Skiftinge-Arsta-Sal,0484R018,1
484,Eskilstuna,0484C1010,Skogstorp,0484R019,5
484,Eskilstuna,0484C1020,Skogstorp,0484R019,5
484,Eskilstuna,0484C1070,Skogsangen-Viptorp,0484R020,1
484,Eskilstuna,0484C1060,Snopptorp,0484R021,3
484,Eskilstuna,0484C1490,Solvik-Malarbaden-Torshalla centrum,0484R022,4
484,Eskilstuna,0484C1500,Solvik-Malarbaden-Torshalla centrum,0484R022,4
484,Eskilstuna,0484C1140,Stenby,0484R023,4
484,Eskilstuna,0484A0060,Sundbyholm-Kjula-Barva,0484R024,4
484,Eskilstuna,0484A0070,Sundbyholm-Kjula-Barva,0484R024,4
484,Eskilstuna,0484B4010,Sundbyholm-Kjula-Barva,0484R024,4
484,Eskilstuna,0484C1160,Trumtorp-Odlaren-Hagnestahill,0484R025,4
484,Eskilstuna,0484C1380,Valhalla-Slagsta,0484R026,4
484,Eskilstuna,0484C1440,Valhalla-Slagsta,0484R026,4
484,Eskilstuna,0484C1450,Valhalla-Slagsta,0484R026,4
484,Eskilstuna,0484C1200,Vastra Nyfors,0484R027,2
484,Eskilstuna,0484C1360,Arby-Vallby,0484R028,1
484,Eskilstuna,0484C1370,Arby-Vallby,0484R028,1
484,Eskilstuna,0484A0020,Arla-Hallberga,0484R029,4
484,Eskilstuna,0484A0040,Arla-Hallberga,0484R029,4
484,Eskilstuna,0484B3010,Arla-Hallberga,0484R029,4
484,Eskilstuna,0484C1180,Ostra Nyfors,0484R030,3
486,Strangnas,0486B2010,Mariefred,0486R001,4
486,Strangnas,0486B2020,Mariefred,0486R001,4
486,Strangnas,0486B2030,Mariefred norra,0486R002,4
486,Strangnas,0486A0010,Mariefreds sodraomland,0486R003,4
486,Strangnas,0486B4010,Stallarholmen,0486R004,4
486,Strangnas,0486B4020,Stallarholmen,0486R004,4
486,Strangnas,0486C1050,Strangnas centrala,0486R005,4
486,Strangnas,0486C1060,Strangnas centrala,0486R005,4
486,Strangnas,0486C1070,Strangnas centrala,0486R005,4
486,Strangnas,0486A0060,Strangnas malaroar,0486R006,4
486,Strangnas,0486A0070,Strangnas malaroar,0486R006,4
486,Strangnas,0486A0080,Strangnas malaroar,0486R006,4
486,Strangnas,0486C1090,Strangnas norra,0486R007,3
486,Strangnas,0486A0020,Strangnas omland,0486R008,4
486,Strangnas,0486A0030,Strangnas omland,0486R008,4
486,Strangnas,0486A0040,Strangnas omland,0486R008,4
486,Strangnas,0486A0050,Strangnas omland,0486R008,4
486,Strangnas,0486C1040,Strangnas Stadsskogen,0486R009,2
486,Strangnas,0486C1010,Strangnas sodra,0486R010,4
486,Strangnas,0486C1020,Strangnas sodra,0486R010,4
486,Strangnas,0486C1030,Strangnas sodra,0486R010,4
486,Strangnas,0486C1080,Strangnas vastra,0486R011,3
486,Strangnas,0486B3010,Akers styckebruk,0486R012,3
486,Strangnas,0486B3020,Akers styckebruk,0486R012,3
488,Trosa,0488A0020,Sund-Lovsta-Ada norra,0488R001,4
488,Trosa,0488C1020,Trosa vastra,0488R002,4
488,Trosa,0488C1010,Trosa ostra,0488R003,4
488,Trosa,0488C1030,Trosa ostra,0488R003,4
488,Trosa,0488B2030,Vagnharad norra,0488R004,3
488,Trosa,0488B2010,Vagnharad norra,0488R004,3
488,Trosa,0488B2020,Vagnharad sodra,0488R005,4
488,Trosa,0488A0010,Vasterljung,0488R006,4
509,Odeshog,0509A0010,Hastholmen-Slatten-Skogsbygden,0509R001,4
509,Odeshog,0509A0020,Hastholmen-Slatten-Skogsbygden,0509R001,4
509,Odeshog,0509C1010,Odeshog,0509R002,3
509,Odeshog,0509C1020,Odeshog,0509R002,3
512,Ydre,0512A0010,Sund-Norra Vi-Svinhult-Vastra Ryd,0512R001,4
512,Ydre,0512A0020,Torpa-Asby,0512R002,4
512,Ydre,0512C1010,Osterbymo,0512R003,3
513,Kinda,0513A0030,Kinda norra,0513R001,4
513,Kinda,0513A0010,Kinda vastra,0513R002,4
513,Kinda,0513A0020,Kinda ostra,0513R003,4
513,Kinda,0513C1010,Kisa vastra,0513R004,3
513,Kinda,0513C1030,Kisa vastra,0513R004,3
513,Kinda,0513C1020,Kisa ostra,0513R005,1
513,Kinda,0513B2010,Rimforsa,0513R006,4
513,Kinda,0513B2020,Rimforsa,0513R006,4
560,Boxholm,0560A0010,Boxholm omnejd,0560R001,4
560,Boxholm,0560C1010,Boxholm vastra,0560R002,3
560,Boxholm,0560C1020,Boxholm ostra,0560R003,3
561,Atvidaberg,0561C1040,Atvidaberg centrum nordost,0561R001,3
561,Atvidaberg,0561C1050,Atvidaberg centrum nordost,0561R001,3
561,Atvidaberg,0561C1010,Atvidaberg centrum sydvast,0561R002,4
561,Atvidaberg,0561C1020,Atvidaberg centrum sydvast,0561R002,4
561,Atvidaberg,0561C1030,Atvidaberg centrum sydvast,0561R002,4
561,Atvidaberg,0561B2010,Atvidaberg nord,0561R003,4
561,Atvidaberg,0561A0020,Atvidaberg nord,0561R003,4
561,Atvidaberg,0561A0030,Atvidaberg nord,0561R003,4
561,Atvidaberg,0561A0010,Atvidaberg syd,0561R004,3
562,Finspang,0562C1040,Dunderbacken-Harstorp,0562R001,3
562,Finspang,0562C1050,Finspang centrala-Svalthagen,0562R002,3
562,Finspang,0562C1070,Finspang centrala-Svalthagen,0562R002,3
562,Finspang,0562A0040,Finspang omland,0562R003,4
562,Finspang,0562A0050,Finspang omland,0562R003,4
562,Finspang,0562A0060,Finspang omland,0562R003,4
562,Finspang,0562A0010,Finspang omland,0562R003,4
562,Finspang,0562A0020,Finspang omland,0562R003,4
562,Finspang,0562C1080,Grosvad-Butbro,0562R004,3
562,Finspang,0562A0030,Lotorp-Vistinge,0562R005,4
562,Finspang,0562C1060,Norrmalm-Ostermalm,0562R006,3
562,Finspang,0562C1020,Nyhem,0562R007,3
562,Finspang,0562C1030,Storangen,0562R008,1
562,Finspang,0562C1010,Viggestorp-Falla,0562R009,4
563,Valdemarsvik,0563A0010,Gryt-Skargarden,0563R001,4
563,Valdemarsvik,0563A0020,Gryt-Skargarden,0563R001,4
563,Valdemarsvik,0563A0030,Ringarum-Gusum,0563R002,3
563,Valdemarsvik,0563B2010,Ringarum-Gusum,0563R002,3
563,Valdemarsvik,0563C1010,Valdemarsviks tatort,0563R003,3
563,Valdemarsvik,0563C1020,Valdemarsviks tatort,0563R003,3
580,Linkoping,0580C1160,Berga,0580R001,2
580,Linkoping,0580C1180,Berga,0580R001,2
580,Linkoping,0580C1220,Berga,0580R001,2
580,Linkoping,0580C1250,Berga,0580R001,2
580,Linkoping,0580C1470,Domkyrkan-Slottet,0580R002,4
580,Linkoping,0580C1050,Ekholmen,0580R003,4
580,Linkoping,0580C1070,Ekholmen,0580R003,4
580,Linkoping,0580C1130,Ekholmen,0580R003,4
580,Linkoping,0580C1150,Ekholmen,0580R003,4
580,Linkoping,0580C1230,Ekkallan-Garnisonen,0580R004,4
580,Linkoping,0580C1320,Ekkallan-Garnisonen,0580R004,4
580,Linkoping,0580B5010,Ekangen,0580R005,5
580,Linkoping,0580C1420,Gottfridsberg,0580R006,4
580,Linkoping,0580C1450,Gottfridsberg,0580R006,4
580,Linkoping,0580C1500,Gottfridsberg,0580R006,4
580,Linkoping,0580C1540,Gottfridsberg,0580R006,4
580,Linkoping,0580C1590,Gottfridsberg,0580R006,4
580,Linkoping,0580C1140,Hackefors,0580R007,5
580,Linkoping,0580C1330,Hejdegarden,0580R008,4
580,Linkoping,0580C1390,Hejdegarden,0580R008,4
580,Linkoping,0580C1020,Hjulsbro,0580R009,5
580,Linkoping,0580C1080,Hjulsbro,0580R009,5
580,Linkoping,0580C1120,Hjulsbro,0580R009,5
580,Linkoping,0580C1240,Johannelund,0580R010,3
580,Linkoping,0580C1260,Johannelund,0580R010,3
580,Linkoping,0580C1280,Johannelund,0580R010,3
580,Linkoping,0580C1210,Johannelund,0580R010,3
580,Linkoping,0580C1060,Lambohov-Slaka,0580R011,3
580,Linkoping,0580C1090,Lambohov-Slaka,0580R011,3
580,Linkoping,0580C1110,Lambohov-Slaka,0580R011,3
580,Linkoping,0580C1170,Lambohov-Slaka,0580R011,3
580,Linkoping,0580C1190,Lambohov-Slaka,0580R011,3
580,Linkoping,0580C1440,Lilla Torget-Sankt Lars,0580R012,4
580,Linkoping,0580C1520,Lilla Torget-Sankt Lars,0580R012,4
580,Linkoping,0580B3010,Linghem,0580R013,5
580,Linkoping,0580B3020,Linghem,0580R013,5
580,Linkoping,0580B2010,Ljungsbro-Berg,0580R014,4
580,Linkoping,0580B2020,Ljungsbro-Berg,0580R014,4
580,Linkoping,0580B2030,Ljungsbro-Berg,0580R014,4
580,Linkoping,0580B2040,Ljungsbro-Berg,0580R014,4
580,Linkoping,0580B2050,Ljungsbro-Berg,0580R014,4
580,Linkoping,0580C1530,Malmslatt,0580R015,4
580,Linkoping,0580C1580,Malmslatt,0580R015,4
580,Linkoping,0580C1650,Malmslatt,0580R015,4
580,Linkoping,0580C1300,Ramshall,0580R016,3
580,Linkoping,0580C1380,Ryd,0580R017,2
580,Linkoping,0580C1400,Ryd,0580R017,2
580,Linkoping,0580C1460,Ryd,0580R017,2
580,Linkoping,0580C1510,Ryd,0580R017,2
580,Linkoping,0580C1620,Ryd,0580R017,2
580,Linkoping,0580C1610,Skaggetorp-Tornby,0580R018,1
580,Linkoping,0580C1630,Skaggetorp-Tornby,0580R018,1
580,Linkoping,0580C1660,Skaggetorp-Tornby,0580R018,1
580,Linkoping,0580C1670,Skaggetorp-Tornby,0580R018,1
580,Linkoping,0580C1680,Skaggetorp-Tornby,0580R018,1
580,Linkoping,0580B6010,Sturefors,0580R019,5
580,Linkoping,0580B6020,Sturefors,0580R019,5
580,Linkoping,0580C1640,Tallboda,0580R020,4
580,Linkoping,0580C1690,Tallboda,0580R020,4
580,Linkoping,0580C1410,Tannefors-Stangebro-Kallerstad,0580R021,4
580,Linkoping,0580C1430,Tannefors-Stangebro-Kallerstad,0580R021,4
580,Linkoping,0580C1490,Tannefors-Stangebro-Kallerstad,0580R021,4
580,Linkoping,0580C1360,Tradgardsforeningen-Folkungavallen,0580R022,4
580,Linkoping,0580C1370,Tradgardsforeningen-Folkungavallen,0580R022,4
580,Linkoping,0580C1010,Ullstamma-Haninge,0580R023,4
580,Linkoping,0580C1030,Ullstamma-Haninge,0580R023,4
580,Linkoping,0580A0080,Valkebo omland,0580R024,4
580,Linkoping,0580A0010,Valkebo omland,0580R024,4
580,Linkoping,0580A0050,Valkebo omland,0580R024,4
580,Linkoping,0580C1270,Valla-T1,0580R025,4
580,Linkoping,0580C1310,Valla-T1,0580R025,4
580,Linkoping,0580C1340,Valla-T1,0580R025,4
580,Linkoping,0580C1350,Valla-T1,0580R025,4
580,Linkoping,0580C1570,Vasastaden-Hunneberg,0580R026,4
580,Linkoping,0580C1600,Vasastaden-Hunneberg,0580R026,4
580,Linkoping,0580C1480,Vasastaden-Hunneberg,0580R026,4
580,Linkoping,0580C1550,Vasastaden-Hunneberg,0580R026,4
580,Linkoping,0580C1560,Vasastaden-Hunneberg,0580R026,4
580,Linkoping,0580C1040,Vidingsjo,0580R027,5
580,Linkoping,0580C1100,Vidingsjo,0580R027,5
580,Linkoping,0580B4010,Vikingstad-Rappestad,0580R028,5
580,Linkoping,0580B4020,Vikingstad-Rappestad,0580R028,5
580,Linkoping,0580C1200,Vimanshall,0580R029,4
580,Linkoping,0580C1290,Vimanshall,0580R029,4
580,Linkoping,0580A0090,Vreta Kloster omland,0580R030,4
580,Linkoping,0580A0120,Vreta Kloster omland,0580R030,4
580,Linkoping,0580A0130,Vreta Kloster omland,0580R030,4
580,Linkoping,0580A0020,Vardnas omland,0580R031,5
580,Linkoping,0580A0030,Vardnas omland,0580R031,5
580,Linkoping,0580A0040,Vardnas omland,0580R031,5
580,Linkoping,0580A0060,Akerbo omland,0580R032,4
580,Linkoping,0580A0070,Akerbo omland,0580R032,4
580,Linkoping,0580A0100,Akerbo omland,0580R032,4
580,Linkoping,0580A0110,Akerbo omland,0580R032,4
581,Norrkoping,0581C1290,Borgs villastad-Kneippen,0581R001,4
581,Norrkoping,0581A0060,Djuron-Ljunga-Tingstad,0581R002,4
581,Norrkoping,0581C1330,Djaknepark-Gustav Adolf,0581R003,3
581,Norrkoping,0581C1350,Djaknepark-Gustav Adolf,0581R003,3
581,Norrkoping,0581A0040,Eksund-Obonas,0581R004,4
581,Norrkoping,0581C1010,Eksund-Obonas,0581R004,4
581,Norrkoping,0581C1510,Eneby centrum-Vidablick-Sandbyhov,0581R005,3
581,Norrkoping,0581C1520,Eneby centrum-Vidablick-Sandbyhov,0581R005,3
581,Norrkoping,0581C1400,Gamla Staden-Centrum,0581R006,3
581,Norrkoping,0581C1340,Gamla Staden-Centrum,0581R006,3
581,Norrkoping,0581C1370,Gamla Staden-Centrum,0581R006,3
581,Norrkoping,0581C1410,Generalen,0581R007,2
581,Norrkoping,0581C1220,Gronhog-Klingsberg,0581R008,3
581,Norrkoping,0581C1230,Gronhog-Klingsberg,0581R008,3
581,Norrkoping,0581C1540,Hallberga-Fyrby-Sorby,0581R009,4
581,Norrkoping,0581C1560,Herstadberg-Handelo-Lagerlunda,0581R010,4
581,Norrkoping,0581A0010,Kimstad-Norsholm-Skarkind,0581R011,4
581,Norrkoping,0581B3010,Kimstad-Norsholm-Skarkind,0581R011,4
581,Norrkoping,0581A0090,Kolmarden,0581R012,4
581,Norrkoping,0581B4010,Kolmarden,0581R012,4
581,Norrkoping,0581B4020,Kolmarden,0581R012,4
581,Norrkoping,0581B4030,Kolmarden,0581R012,4
581,Norrkoping,0581C1040,Karrhagen-Kattsatter,0581R013,4
581,Norrkoping,0581C1140,Karrhagen-Kattsatter,0581R013,4
581,Norrkoping,0581C1450,Lindo-Berga-Marby,0581R014,4
581,Norrkoping,0581C1530,Lindo-Berga-Marby,0581R014,4
581,Norrkoping,0581C1550,Lindo-Berga-Marby,0581R014,4
581,Norrkoping,0581C1020,Navestad-Aselstad,0581R015,1
581,Norrkoping,0581C1030,Navestad-Aselstad,0581R015,1
581,Norrkoping,0581C1470,Nordvastra Marielund,0581R016,3
581,Norrkoping,0581C1380,Nordvastra Nordantill,0581R017,3
581,Norrkoping,0581C1390,Nordvastra Nordantill,0581R017,3
581,Norrkoping,0581C1090,Nordvastra Vilbergen,0581R018,3
581,Norrkoping,0581C1150,Nordvastra Vilbergen,0581R018,3
581,Norrkoping,0581C1100,Nordostra Hageby,0581R019,1
581,Norrkoping,0581C1120,Nordostra Hageby,0581R019,1
581,Norrkoping,0581C1160,Nordostra Hageby,0581R019,1
581,Norrkoping,0581C1170,Nordostra Hageby,0581R019,1
581,Norrkoping,0581C1240,Norra Ektorp,0581R020,1
581,Norrkoping,0581C1260,Norra Ljura,0581R021,1
581,Norrkoping,0581C1440,Oxelbergen-Risangen-Sylten,0581R022,4
581,Norrkoping,0581C1480,Pryssgarden-Taborsberg,0581R023,4
581,Norrkoping,0581C1490,Pryssgarden-Taborsberg,0581R023,4
581,Norrkoping,0581C1180,Rambodal,0581R024,4
581,Norrkoping,0581C1080,Rambodal,0581R024,4
581,Norrkoping,0581C1200,Sandtorp-Norra Skarphagen,0581R025,3
581,Norrkoping,0581A0100,Simonstorp-Graversfors-Landsbygd,0581R026,4
581,Norrkoping,0581A0050,Skarblacka-Vanga-Landsbygd,0581R027,4
581,Norrkoping,0581B3020,Skarblacka-Vanga-Landsbygd,0581R027,4
581,Norrkoping,0581B3030,Skarblacka-Vanga-Landsbygd,0581R027,4
581,Norrkoping,0581C1050,Smedby-Brannestad,0581R028,4
581,Norrkoping,0581C1210,Smedby-Brannestad,0581R028,4
581,Norrkoping,0581C1310,Strombacken-Berget-Sodertull,0581R029,3
581,Norrkoping,0581C1320,Strombacken-Berget-Sodertull,0581R029,3
581,Norrkoping,0581B5020,Svartinge-Loddby-Landsbygd,0581R030,5
