Kommun,Kommunnamn,DeSO_2018,RegSO_2020,RegSOkod_2020
1280,Malmö,1280C1620,RegSO-Kroksbäck väst,1280R040
1280,Malmö,1280C1670,RegSO-Kroksbäck väst,1280R040
1280,Malmö,1280C2160,RegSO-Kronborg-Pildammsparken-Teatern,1280R041
1280,Malmö,1280C2190,RegSO-Kronborg-Pildammsparken-Teatern,1280R041
1280,Malmö,1280C1840,RegSO-Kryddgården,1280R042
1280,Malmö,1280C2020,RegSO-Kryddgården,1280R042
1280,Malmö,1280C1420,RegSO-Kulladal,1280R043
1280,Malmö,1280C1570,RegSO-Kulladal,1280R043
1280,Malmö,1280C1400,RegSO-Kulladal,1280R043
1280,Malmö,1280C2080,RegSO-Limhamns hamnområde,1280R044
1280,Malmö,1280C1240,RegSO-Lindängen,1280R045
1280,Malmö,1280C1210,RegSO-Lindängen,1280R045
1280,Malmö,1280C2030,RegSO-Lorensborg,1280R046
1280,Malmö,1280C1870,RegSO-Lorensborg,1280R046
1280,Malmö,1280C1930,RegSO-Lorensborg,1280R046
1280,Malmö,1280C2680,RegSO-Malmöhus,1280R047
1280,Malmö,1280C2050,RegSO-Mellanheden-Solbacken,1280R048
1280,Malmö,1280C2130,RegSO-Mellanheden-Solbacken,1280R048
1280,Malmö,1280C2060,RegSO-Möllevången,1280R049
1280,Malmö,1280C2140,RegSO-Möllevången,1280R049
1280,Malmö,1280C2100,RegSO-Möllevången syd,1280R050
1280,Malmö,1280C2260,RegSO-Möllevången väst,1280R051
1280,Malmö,1280C2390,RegSO-Möllevången väst,1280R051
1280,Malmö,1280C2220,RegSO-Möllevången öst,1280R052
1280,Malmö,1280C2230,RegSO-Möllevången öst,1280R052
1280,Malmö,1280C1470,RegSO-Nydala norr,1280R053
1280,Malmö,1280C1460,RegSO-Nydala norr,1280R053
1280,Malmö,1280C1100,RegSO-Oxie norr,1280R054
1280,Malmö,1280C1110,RegSO-Oxie norr,1280R054
1280,Malmö,1280C1130,RegSO-Oxie norr,1280R054
1280,Malmö,1280C1050,RegSO-Oxie syd,1280R055
1280,Malmö,1280C1060,RegSO-Oxie syd,1280R055
1280,Malmö,1280C1070,RegSO-Oxie syd,1280R055
1280,Malmö,1280C1080,RegSO-Oxie syd,1280R055
1280,Malmö,1280C1720,RegSO-Persborg-Törnrosen,1280R056
1280,Malmö,1280C1890,RegSO-Persborg-Törnrosen,1280R056
1280,Malmö,1280C2570,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2590,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2620,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2630,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2650,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2710,RegSO-Ribersborg,1280R057
1280,Malmö,1280C2530,RegSO-Riseberga,1280R058
1280,Malmö,1280C2600,RegSO-Riseberga,1280R058
1280,Malmö,1280C2200,RegSO-Rådmansvången,1280R059
1280,Malmö,1280C2240,RegSO-Rådmansvången,1280R059
1280,Malmö,1280C2370,RegSO-Rådmansvången,1280R059
1280,Malmö,1280C2400,RegSO-Rådmansvången,1280R059
1280,Malmö,1280C2360,RegSO-Rönneholm,1280R060
1280,Malmö,1280C2410,RegSO-Rönneholm,1280R060
1280,Malmö,1280C2430,RegSO-Rönneholm,1280R060
1280,Malmö,1280C2450,RegSO-Rönneholm,1280R060
1280,Malmö,1280C2460,RegSO-Rönneholm,1280R060
1280,Malmö,1280C2660,RegSO-Rörsjöstaden,1280R061
1280,Malmö,1280C2670,RegSO-Rörsjöstaden,1280R061
1280,Malmö,1280C2720,RegSO-Rörsjöstaden,1280R061
1280,Malmö,1280C2860,RegSO-Sege väst,1280R062
1280,Malmö,1280C2890,RegSO-Sege väst,1280R062
1280,Malmö,1280C2910,RegSO-Sege öst,1280R063
1280,Malmö,1280C1540,RegSO-Sibbarp,1280R064
1280,Malmö,1280C1640,RegSO-Sibbarp,1280R064
1280,Malmö,1280C1790,RegSO-Sibbarp,1280R064
1280,Malmö,1280C2770,RegSO-Slussen,1280R065
1280,Malmö,1280C2810,RegSO-Slussen,1280R065
1280,Malmö,1280C1940,RegSO-Sofielund norr,1280R066
1280,Malmö,1280C2090,RegSO-Sofielund norr,1280R066
1280,Malmö,1280C2110,RegSO-Sofielund norr,1280R066
1280,Malmö,1280C2500,RegSO-Sorgenfri norr,1280R067
1280,Malmö,1280C1850,RegSO-Stadion-Borgmästaregården,1280R068
1280,Malmö,1280C1920,RegSO-Stadion-Borgmästaregården,1280R068
1280,Malmö,1280C1280,RegSO-Svågertorp-Lindeborg,1280R069
1280,Malmö,1280C1150,RegSO-Svågertorp-Lindeborg,1280R069
1280,Malmö,1280C1220,RegSO-Svågertorp-Lindeborg,1280R069
1280,Malmö,1280C1360,RegSO-Söderkulla,1280R070
1280,Malmö,1280C1390,RegSO-Söderkulla,1280R070
1280,Malmö,1280C1300,RegSO-Söderkulla,1280R070
1280,Malmö,1280C1330,RegSO-Söderkulla,1280R070
1280,Malmö,1280C1910,RegSO-Södervärn-Allmänna sjukhuset-Flensburg,1280R071
1280,Malmö,1280C1970,RegSO-Södervärn-Allmänna sjukhuset-Flensburg,1280R071
1280,Malmö,1280C1710,RegSO-Södra Sofielund,1280R072
1280,Malmö,1280C1800,RegSO-Södra Sofielund,1280R072
1280,Malmö,1280C1010,RegSO-Tygelsjö by omland,1280R073
1280,Malmö,1280C1020,RegSO-Tygelsjö by omland,1280R073
1280,Malmö,1280C1040,RegSO-Tygelsjö by omland,1280R073
1280,Malmö,1280C2070,RegSO-Videdal,1280R074
1280,Malmö,1280C2120,RegSO-Videdal,1280R074
1280,Malmö,1280C1120,RegSO-Vintrie-Skumparp,1280R075
1280,Malmö,1280C1990,RegSO-Virentofta-Östra Skrävlinge-Toftanäs,1280R076
1280,Malmö,1280C2040,RegSO-Virentofta-Östra Skrävlinge-Toftanäs,1280R076
1280,Malmö,1280C2340,RegSO-Virentofta-Östra Skrävlinge-Toftanäs,1280R076
1280,Malmö,1280C2470,RegSO-Värnhem-Västra Sorgenfri,1280R077
1280,Malmö,1280C2560,RegSO-Värnhem-Västra Sorgenfri,1280R077
1280,Malmö,1280C2610,RegSO-Värnhem-Västra Sorgenfri,1280R077
1280,Malmö,1280C2330,RegSO-Västervång-Fridhem,1280R078
1280,Malmö,1280C2550,RegSO-Västervång-Fridhem,1280R078
1280,Malmö,1280C2880,RegSO-Västra hamnen nordväst,1280R079
1280,Malmö,1280C2900,RegSO-Västra hamnen norr,1280R080
1280,Malmö,1280C2870,RegSO-Västra hamnen sydöst,1280R081
1280,Malmö,1280C2850,RegSO-Västra hamnen väst,1280R082
1280,Malmö,1280C1610,RegSO-Västra Kattarp,1280R083
1280,Malmö,1280C2290,RegSO-Västra Sorgenfri öst,1280R084
1280,Malmö,1280C2380,RegSO-Västra Sorgenfri öst,1280R084
1280,Malmö,1280C1650,RegSO-Ärtholmen-Södertorp-Gröndal,1280R085
1280,Malmö,1280C1590,RegSO-Ärtholmen-Södertorp-Gröndal,1280R085
1280,Malmö,1280C2320,RegSO-Ön norr,1280R086
1280,Malmö,1280C1980,RegSO-Örtagården norr,1280R087
1280,Malmö,1280C1760,RegSO-Örtagården syd-Herrgården syd,1280R088
1280,Malmö,1280C1830,RegSO-Örtagården syd-Herrgården syd,1280R088
1280,Malmö,1280C2700,RegSO-Östervärn-Ellstorp,1280R089
1280,Malmö,1280C2750,RegSO-Östervärn-Ellstorp,1280R089
1280,Malmö,1280C2790,RegSO-Östervärn-Ellstorp,1280R089
1280,Malmö,1280C2300,RegSO-Östra Sorgenfri norr,1280R090
1280,Malmö,1280C2310,RegSO-Östra Sorgenfri norr,1280R090
1280,Malmö,1280C2150,RegSO-Östra Sorgenfri syd,1280R091
1280,Malmö,1280C2180,RegSO-Östra Sorgenfri syd,1280R091
1281,Lund,1281C1520,Annehem,1281R001
1281,Lund,1281C1020,Arenan-Klostergården,1281R002
1281,Lund,1281C1040,Arenan-Klostergården,1281R002
1281,Lund,1281C1050,Arenan-Klostergården,1281R002
1281,Lund,1281C1070,Arenan-Klostergården,1281R002
1281,Lund,1281C1290,Brunnshög-Östra Torn,1281R003
1281,Lund,1281C1340,Brunnshög-Östra Torn,1281R003
1281,Lund,1281C1390,Brunnshög-Östra Torn,1281R003
1281,Lund,1281C1430,Brunnshög-Östra Torn,1281R003
1281,Lund,1281B3010,Dalby centrum,1281R004
1281,Lund,1281B3020,Dalby centrum,1281R004
1281,Lund,1281B3030,Dalby centrum,1281R004
1281,Lund,1281B3040,Dalby centrum,1281R004
1281,Lund,1281A0020,Dalby-Veberöd omnejd,1281R005
1281,Lund,1281C1440,Delphinen-Kämnärsvägen,1281R006
1281,Lund,1281C1450,Delphinen-Kämnärsvägen,1281R006
1281,Lund,1281B5010,Genarp centrum,1281R007
1281,Lund,1281B5020,Genarp centrum,1281R007
1281,Lund,1281A0010,Genarps omnejd,1281R008
1281,Lund,1281C1400,Kobjer-Öresundsvägen,1281R009
1281,Lund,1281C1540,Ladugårdsmarken,1281R010
1281,Lund,1281C1140,Linero,1281R011
1281,Lund,1281C1160,Linero,1281R011
1281,Lund,1281C1080,Linero centrum,1281R012
1281,Lund,1281C1170,Lund centrala staden,1281R013
1281,Lund,1281C1180,Lund centrala staden,1281R013
1281,Lund,1281C1250,Lund centrala staden,1281R013
1281,Lund,1281C1260,Lund centrala staden,1281R013
1281,Lund,1281C1360,Lund centrala staden,1281R013
1281,Lund,1281C1380,Lund centrala staden,1281R013
1281,Lund,1281C1100,Lund centrala staden,1281R013
1281,Lund,1281C1130,Lund centrala staden,1281R013
1281,Lund,1281C1150,Lund centrala staden,1281R013
1281,Lund,1281C1110,Lund väster,1281R014
1281,Lund,1281C1210,Lund väster,1281R014
1281,Lund,1281C1220,Lund väster,1281R014
1281,Lund,1281C1240,Lund väster,1281R014
1281,Lund,1281C1300,Lund väster,1281R014
1281,Lund,1281C1310,Lund väster,1281R014
1281,Lund,1281C1320,Lund väster,1281R014
1281,Lund,1281A0040,Lunds centrala omnejd,1281R015
1281,Lund,1281C1470,Magistratsvägen-Fäladstorget,1281R016
1281,Lund,1281C1190,Mårtens Fälad,1281R017
1281,Lund,1281C1230,Mårtens Fälad,1281R017
1281,Lund,1281C1410,Möllevången,1281R018
1281,Lund,1281C1420,Möllevången,1281R018
1281,Lund,1281C1060,Nilstorp-Stampelyckan,1281R019
1281,Lund,1281C1090,Nilstorp-Stampelyckan,1281R019
1281,Lund,1281C1460,Nöbbelöv-Gunnesbo,1281R020
1281,Lund,1281C1550,Nöbbelöv-Gunnesbo,1281R020
1281,Lund,1281C1510,Nöbbelöv-Oscarshem,1281R021
1281,Lund,1281C1530,Nöbbelövs torg,1281R022
1281,Lund,1281C1120,Parentesen-Ulrikedal,1281R023
1281,Lund,1281C1010,Råbyholm,1281R024
1281,Lund,1281C1500,Sankt Hans,1281R025
1281,Lund,1281C1480,Skarpskyttevägen-Sankt Hans Backar,1281R026
1281,Lund,1281C1370,Sparta-Ideon,1281R027
1281,Lund,1281C1030,Stora Råby-Norränga,1281R028
1281,Lund,1281C1490,Svenshögskolan-Utsättaregränden,1281R029
1281,Lund,1281A0030,Södra Sanby omnejd,1281R030
1281,Lund,1281B2010,Södra Sandby centrum,1281R031
1281,Lund,1281B2020,Södra Sandby centrum,1281R031
1281,Lund,1281B2030,Södra Sandby centrum,1281R031
1281,Lund,1281B2040,Södra Sandby centrum,1281R031
1281,Lund,1281C1200,Tuna-Galjevången,1281R032
1281,Lund,1281C1280,Tuna-Galjevången,1281R032
1281,Lund,1281C1560,Vallkärra-Stångby,1281R033
1281,Lund,1281C1570,Vallkärra-Stångby,1281R033
1281,Lund,1281B4010,Veberöd centrum,1281R034
1281,Lund,1281B4020,Veberöd centrum,1281R034
1281,Lund,1281B4030,Veberöd centrum,1281R034
1281,Lund,1281C1350,Vildanden,1281R035
1281,Lund,1281C1270,Värpinge-Klosters Fälad,1281R036
1281,Lund,1281C1330,Värpinge-Klosters Fälad,1281R036
1282,Landskrona,1282C1110,Albano,1282R001
1282,Landskrona,1282B3010,Asmundtorp,1282R002
1282,Landskrona,1282C1190,Borstahusen-Svaneholm,1282R003
1282,Landskrona,1282C1090,Fröjdenborg-Larvi,1282R004
1282,Landskrona,1282C1130,Fröjdenborg-Larvi,1282R004
1282,Landskrona,1282B2010,Glumslöv,1282R005
1282,Landskrona,1282C1120,Helgebröten,1282R006
1282,Landskrona,1282C1050,Hyllingelyckan-Örja-Örja industriområde,1282R007
1282,Landskrona,1282C1020,Häljarp,1282R008
1282,Landskrona,1282C1030,Häljarp,1282R008
1282,Landskrona,1282C1170,Koppargården-Kopparhögarna,1282R009
1282,Landskrona,1282C1060,Landskrona centrum-Öster,1282R010
1282,Landskrona,1282C1070,Landskrona centrum-Öster,1282R010
1282,Landskrona,1282C1080,Landskrona centrum-Öster,1282R010
1282,Landskrona,1282C1040,Nyhamn-Södra Industriområdet,1282R011
1282,Landskrona,1282C1200,Pilåkern-Silvergården-Karlslund-Säbyholm,1282R012
1282,Landskrona,1282C1150,Pilängen,1282R013
1282,Landskrona,1282C1140,Sandvången,1282R014
1282,Landskrona,1282C1100,Sankt Olov-Lasarettet,1282R015
1282,Landskrona,1282C1010,Saxtorp-Kvärlöv-Annelöv,1282R016
1282,Landskrona,1282A0010,Ven,1282R017
1282,Landskrona,1282C1160,Västra Fäladen,1282R018
1282,Landskrona,1282C1180,Västra Fäladen,1282R018
1283,Helsingborg,1283C1270,Adolfsberg-Västergård,1283R001
1283,Helsingborg,1283C1340,Adolfsberg-Västergård,1283R001
1283,Helsingborg,1283C1370,Adolfsberg-Västergård,1283R001
1283,Helsingborg,1283A0030,Allerum-Domsten,1283R002
1283,Helsingborg,1283C1610,Berga-Kullavägen södra,1283R003
1283,Helsingborg,1283C1560,Dalhem-Väla södra,1283R004
1283,Helsingborg,1283C1570,Dalhem-Väla södra,1283R004
1283,Helsingborg,1283C1600,Dalhem-Väla södra,1283R004
1283,Helsingborg,1283C1540,Drottninghög,1283R005
1283,Helsingborg,1283C1550,Drottninghög,1283R005
1283,Helsingborg,1283C1310,Eneborg-Högaborg,1283R006
1283,Helsingborg,1283C1230,Eneborg-Högaborg,1283R006
1283,Helsingborg,1283C1250,Eneborg-Högaborg,1283R006
1283,Helsingborg,1283C1280,Eneborg-Högaborg,1283R006
1283,Helsingborg,1283C1180,Eskilsminne-Gustavslund norra,1283R007
1283,Helsingborg,1283C1190,Eskilsminne-Gustavslund norra,1283R007
1283,Helsingborg,1283C1220,Eskilsminne-Gustavslund norra,1283R007
1283,Helsingborg,1283C1470,Fredriksdal-Filborna,1283R008
1283,Helsingborg,1283C1490,Fredriksdal-Filborna,1283R008
1283,Helsingborg,1283C1510,Fredriksdal-Filborna,1283R008
1283,Helsingborg,1283C1330,Helsingborg centrum-Slottshöjden västra,1283R009
1283,Helsingborg,1283C1350,Helsingborg centrum-Slottshöjden västra,1283R009
1283,Helsingborg,1283C1390,Helsingborg centrum-Slottshöjden västra,1283R009
1283,Helsingborg,1283C1300,Husensjö-Sofieberg,1283R010
1283,Helsingborg,1283C1320,Husensjö-Sofieberg,1283R010
1283,Helsingborg,1283C1070,Högasten-Miatorp östra,1283R011
1283,Helsingborg,1283C1090,Högasten-Miatorp östra,1283R011
1283,Helsingborg,1283A0040,Kattarp-Hasslarp-Utvälinge,1283R012
1283,Helsingborg,1283B4010,Kattarp-Hasslarp-Utvälinge,1283R012
1283,Helsingborg,1283C1680,Laröd-Hittarp,1283R013
1283,Helsingborg,1283C1650,Laröd-Hittarp,1283R013
1283,Helsingborg,1283C1670,Laröd-Hittarp,1283R013
1283,Helsingborg,1283C1620,Mariastaden-Käftaåra,1283R014
1283,Helsingborg,1283C1630,Mariastaden-Käftaåra,1283R014
1283,Helsingborg,1283C1640,Mariastaden-Käftaåra,1283R014
1283,Helsingborg,1283A0020,Mörarp-Mörarp omland,1283R015
1283,Helsingborg,1283B3010,Mörarp-Mörarp omland,1283R015
1283,Helsingborg,1283C1430,Norr-Pålsjö,1283R016
1283,Helsingborg,1283C1590,Norr-Pålsjö,1283R016
1283,Helsingborg,1283C1150,Närlunda-Elineberg,1283R017
1283,Helsingborg,1283C1210,Närlunda-Elineberg,1283R017
1283,Helsingborg,1283C1450,Olympia-Slottshöjden östra,1283R018
1283,Helsingborg,1283C1380,Olympia-Slottshöjden östra,1283R018
1283,Helsingborg,1283C1420,Olympia-Slottshöjden östra,1283R018
1283,Helsingborg,1283C1130,Planteringen-Miatorp västra,1283R019
1283,Helsingborg,1283C1120,Planteringen-Miatorp västra,1283R019
1283,Helsingborg,1283C1050,Påarp-Bårslöv,1283R020
1283,Helsingborg,1283C1060,Påarp-Bårslöv,1283R020
1283,Helsingborg,1283C1140,Påarp-Bårslöv,1283R020
1283,Helsingborg,1283C1160,Påarp-Bårslöv,1283R020
1283,Helsingborg,1283C1100,Ramlösa-Gustavslund södra,1283R021
1283,Helsingborg,1283C1110,Ramlösa-Gustavslund södra,1283R021
1283,Helsingborg,1283C1170,Ramlösa-Gustavslund södra,1283R021
1283,Helsingborg,1283C1530,Ringstorp-Stattena,1283R022
1283,Helsingborg,1283C1580,Ringstorp-Stattena,1283R022
1283,Helsingborg,1283C1500,Ringstorp-Stattena,1283R022
1283,Helsingborg,1283C1400,Rosengården östra,1283R023
1283,Helsingborg,1283C1410,Rosengården östra,1283R023
1283,Helsingborg,1283B2010,Rydebäck-Rya,1283R024
1283,Helsingborg,1283B2020,Rydebäck-Rya,1283R024
1283,Helsingborg,1283B2030,Rydebäck-Rya,1283R024
1283,Helsingborg,1283C1020,Råå-Pålstorp-Örby,1283R025
1283,Helsingborg,1283C1030,Råå-Pålstorp-Örby,1283R025
1283,Helsingborg,1283C1200,Söder-Oceanhamnen-Oljehamnen,1283R026
1283,Helsingborg,1283C1240,Söder-Oceanhamnen-Oljehamnen,1283R026
1283,Helsingborg,1283C1290,Söder-Oceanhamnen-Oljehamnen,1283R026
1283,Helsingborg,1283C1480,Tågaborg,1283R027
1283,Helsingborg,1283C1520,Tågaborg,1283R027
1283,Helsingborg,1283C1440,Tågaborg,1283R027
1283,Helsingborg,1283C1460,Tågaborg,1283R027
1283,Helsingborg,1283A0010,Vallåkra-Gantofta,1283R028
1283,Helsingborg,1283B5010,Vallåkra-Gantofta,1283R028
1283,Helsingborg,1283C1010,Vallåkra-Gantofta,1283R028
1283,Helsingborg,1283C1260,Wilson park-Fältabacken,1283R029
1283,Helsingborg,1283C1360,Wilson park-Fältabacken,1283R029
1283,Helsingborg,1283C1040,Ättekulla-Raus,1283R030
1283,Helsingborg,1283C1080,Ättekulla-Raus,1283R030
1283,Helsingborg,1283C1690,Ödåkra-Väla,1283R031
1283,Helsingborg,1283C1700,Ödåkra-Väla,1283R031
1283,Helsingborg,1283C1660,Ödåkra-Väla,1283R031
1284,Höganäs,1284A0010,Höganäs landsbygd,1284R001
1284,Höganäs,1284A0020,Höganäs landsbygd,1284R001
1284,Höganäs,1284A0030,Höganäs landsbygd,1284R001
1284,Höganäs,1284C1090,Höganäs Nedre,1284R002
1284,Höganäs,1284C1110,Höganäs nordvästra-Strandbaden-Nyhamnsläge,1284R003
1284,Höganäs,1284C1120,Höganäs nordvästra-Strandbaden-Nyhamnsläge,1284R003
1284,Höganäs,1284C1060,Höganäs södra,1284R004
1284,Höganäs,1284C1100,Höganäs östra-Väsby-Ingelsträde,1284R005
1284,Höganäs,1284C1070,Höganäs östra-Väsby-Ingelsträde,1284R005
1284,Höganäs,1284C1080,Höganäs övre,1284R006
1284,Höganäs,1284B2010,Jonstorp-Rekekroken-Svanshall,1284R007
1284,Höganäs,1284B2020,Jonstorp-Rekekroken-Svanshall,1284R007
1284,Höganäs,1284C1040,Lerberget,1284R008
1284,Höganäs,1284C1050,Lerberget,1284R008
1284,Höganäs,1284C1010,Viken,1284R009
1284,Höganäs,1284C1020,Viken,1284R009
1284,Höganäs,1284C1030,Viken,1284R009
1285,Eslöv,1285C1040,Backarna-Väster-Elvkullen,1285R001
1285,Eslöv,1285C1070,Backarna-Väster-Elvkullen,1285R001
1285,Eslöv,1285C1010,Berga-Öster,1285R002
1285,Eslöv,1285C1050,Berga-Öster,1285R002
1285,Eslöv,1285A0060,Billinge-Stockamöllan-Stehag,1285R003
1285,Eslöv,1285A0070,Billinge-Stockamöllan-Stehag,1285R003
1285,Eslöv,1285B4010,Billinge-Stockamöllan-Stehag,1285R003
1285,Eslöv,1285C1030,Eslöv centrum,1285R004
1285,Eslöv,1285C1080,Eslöv norr,1285R005
1285,Eslöv,1285A0020,Flyinge-Örtofta-Hurva,1285R006
1285,Eslöv,1285A0030,Flyinge-Örtofta-Hurva,1285R006
1285,Eslöv,1285A0040,Flyinge-Örtofta-Hurva,1285R006
1285,Eslöv,1285B5010,Flyinge-Örtofta-Hurva,1285R006
1285,Eslöv,1285C1060,Karlsro-Solkullen,1285R007
1285,Eslöv,1285A0010,Löberöd-Harlösa,1285R008
1285,Eslöv,1285B3010,Löberöd-Harlösa,1285R008
1285,Eslöv,1285A0050,Marieholm,1285R009
1285,Eslöv,1285B2010,Marieholm,1285R009
1285,Eslöv,1285C1090,Rönneberga-Norrevång,1285R010
1285,Eslöv,1285C1020,Sallerup-Hällan-Bäckdala,1285R011
1286,Ystad,1286C1030,Bellevue,1286R001
1286,Ystad,1286C1070,Bellevue,1286R001
1286,Ystad,1286C1040,Edvinshem-Västra Sjöstaden-Åkesholm,1286R002
1286,Ystad,1286C1050,Egna hem-Solbacken,1286R003
1286,Ystad,1286C1090,Egna hem-Solbacken,1286R003
1286,Ystad,1286C1010,Gamla staden-Gjuteriet,1286R004
1286,Ystad,1286C1020,Gamla staden-Gjuteriet,1286R004
1286,Ystad,1286A0010,Glemmingebro-Löderup,1286R005
1286,Ystad,1286A0020,Glemmingebro-Löderup,1286R005
1286,Ystad,1286B2010,Köpingebro-Nybrostrand,1286R006
1286,Ystad,1286B2020,Köpingebro-Nybrostrand,1286R006
1286,Ystad,1286A0040,Sövestad-Stora Köpinge,1286R007
1286,Ystad,1286A0060,Sövestad-Stora Köpinge,1286R007
1286,Ystad,1286A0030,Vallösa-Skårby-Svarte,1286R008
1286,Ystad,1286A0050,Vallösa-Skårby-Svarte,1286R008
1286,Ystad,1286C1100,Ystad norra-Hedeskoga-Stora Herrestad,1286R009
1286,Ystad,1286C1110,Ystad norra-Hedeskoga-Stora Herrestad,1286R009
1286,Ystad,1286C1060,Ystad östra,1286R010
1286,Ystad,1286C1080,Ystad östra,1286R010
1287,Trelleborg,1287A0010,Alstad-Gislöv-Södra Åby-Södra Åby omland,1287R001
1287,Trelleborg,1287A0040,Alstad-Gislöv-Södra Åby-Södra Åby omland,1287R001
1287,Trelleborg,1287B3010,Anderslöv,1287R002
1287,Trelleborg,1287A0020,Anderslöv omland-Klagstorp-Klagstorp omland,1287R003
1287,Trelleborg,1287A0050,Anderslöv omland-Klagstorp-Klagstorp omland,1287R003
1287,Trelleborg,1287C1010,Dalajär-Böste,1287R004
1287,Trelleborg,1287C1020,Dalajär-Böste,1287R004
1287,Trelleborg,1287C1130,Granlunda-Knäckekärr-Högalid,1287R005
1287,Trelleborg,1287C1150,Granlunda-Knäckekärr-Högalid,1287R005
1287,Trelleborg,1287C1160,Granlunda-Knäckekärr-Högalid,1287R005
1287,Trelleborg,1287C1060,Kyrkoköpinge-Malörten-Akka-Pilevall,1287R006
1287,Trelleborg,1287C1110,Kyrkoköpinge-Malörten-Akka-Pilevall,1287R006
1287,Trelleborg,1287C1140,Kyrkoköpinge-Malörten-Akka-Pilevall,1287R006
1287,Trelleborg,1287C1190,Skegrie,1287R007
1287,Trelleborg,1287A0030,Skegrie-Västra Tommarp omland,1287R008
1287,Trelleborg,1287B2010,Smygehamn-Beddingestrand,1287R009
1287,Trelleborg,1287B2020,Smygehamn-Beddingestrand,1287R009
1287,Trelleborg,1287C1040,Trelleborg innerstaden,1287R010
1287,Trelleborg,1287C1050,Trelleborg innerstaden,1287R010
1287,Trelleborg,1287C1070,Trelleborg innerstaden,1287R010
1287,Trelleborg,1287C1120,Trelleborg innerstaden,1287R010
1287,Trelleborg,1287C1170,Västervång,1287R011
1287,Trelleborg,1287C1090,Västra stadsdelarna-Kurland,1287R012
1287,Trelleborg,1287C1180,Västra Tommarp-Hallabacken-Kattebäck,1287R013
1287,Trelleborg,1287C1100,Västra Tommarp-Hallabacken-Kattebäck,1287R013
1287,Trelleborg,1287C1030,Öster Jär-Fagerängen-Österlid,1287R014
1287,Trelleborg,1287C1080,Öster Jär-Fagerängen-Österlid,1287R014
1290,Kristianstad,1290A0100,Balsby-Österslöv-Fjälkestad,1290R001
1290,Kristianstad,1290B8010,Balsby-Österslöv-Fjälkestad,1290R001
1290,Kristianstad,1290C1080,Charlottesborg-Härlöv,1290R002
1290,Kristianstad,1290A0010,Degeberga-Everöd-Vittskövle,1290R003
1290,Kristianstad,1290A0020,Degeberga-Everöd-Vittskövle,1290R003
1290,Kristianstad,1290A0030,Degeberga-Everöd-Vittskövle,1290R003
1290,Kristianstad,1290B7010,Degeberga-Everöd-Vittskövle,1290R003
1290,Kristianstad,1290A0080,Fjälkinge-Arkelstorp-Bäckaskog,1290R004
1290,Kristianstad,1290A0110,Fjälkinge-Arkelstorp-Bäckaskog,1290R004
1290,Kristianstad,1290B4010,Fjälkinge-Arkelstorp-Bäckaskog,1290R004
1290,Kristianstad,1290C1220,Gamlegården,1290R005
1290,Kristianstad,1290C1230,Gamlegården,1290R005
1290,Kristianstad,1290C1060,Hammar-Hammarslund,1290R006
1290,Kristianstad,1290C1110,Hammar-Hammarslund,1290R006
1290,Kristianstad,1290A0040,Helgedal-Norra Åsum-Gärds Köpinge,1290R007
1290,Kristianstad,1290C1020,Helgedal-Norra Åsum-Gärds Köpinge,1290R007
1290,Kristianstad,1290C1120,Kristianstad centrum,1290R008
1290,Kristianstad,1290C1150,Kulltorp-Sommarlust-Egna Hem,1290R009
1290,Kristianstad,1290C1180,Kulltorp-Sommarlust-Egna Hem,1290R009
1290,Kristianstad,1290A0050,Linderöd-Träne-Äsphult,1290R010
1290,Kristianstad,1290A0070,Linderöd-Träne-Äsphult,1290R010
1290,Kristianstad,1290C1210,Nosaby-Möllebacken,1290R011
1290,Kristianstad,1290C1200,Näsby,1290R012
1290,Kristianstad,1290C1190,Näsby,1290R012
1290,Kristianstad,1290C1070,Söder,1290R013
1290,Kristianstad,1290B3010,Tollarp,1290R014
1290,Kristianstad,1290B3020,Tollarp,1290R014
1290,Kristianstad,1290C1040,Viby-Rinkaby,1290R015
1290,Kristianstad,1290A0060,Viby-Rinkaby,1290R015
1290,Kristianstad,1290C1090,Vilan-Hedentorp,1290R016
1290,Kristianstad,1290C1010,Vä-Öllsjö-Ovesholm,1290R017
1290,Kristianstad,1290C1030,Vä-Öllsjö-Ovesholm,1290R017
1290,Kristianstad,1290C1050,Vä-Öllsjö-Ovesholm,1290R017
1290,Kristianstad,1290B2020,Åhus centrum-Transval,1290R018
1290,Kristianstad,1290B2030,Åhus centrum-Transval,1290R018
1290,Kristianstad,1290B2040,Åhus norra,1290R019
1290,Kristianstad,1290B2050,Åhus norra,1290R019
1290,Kristianstad,1290B2060,Åhus norra,1290R019
1290,Kristianstad,1290B2010,Åhus södra-Yngsjö,1290R020
1290,Kristianstad,1290A0090,Önnestad-Färlöv-Skepparslöv,1290R021
1290,Kristianstad,1290B5010,Önnestad-Färlöv-Skepparslöv,1290R021
1290,Kristianstad,1290B6010,Önnestad-Färlöv-Skepparslöv,1290R021
1290,Kristianstad,1290C1100,Östermalm,1290R022
1290,Kristianstad,1290C1130,Östermalm,1290R022
1290,Kristianstad,1290C1160,Österäng,1290R023
