Kommun,Kommunnamn,DeSO_2018,RegSO_2020,RegSOkod_2020
0114,Upplands Väsby,0114C1010,Bollstanäs,0114R001
0114,Upplands Väsby,0114C1030,Bollstanäs,0114R001
0114,Upplands Väsby,0114C1050,Bollstanäs,0114R001
0114,Upplands Väsby,0114C1180,Hammarby-Vaxmyra,0114R002
0114,Upplands Väsby,0114C1220,Hammarby-Vaxmyra,0114R002
0114,Upplands Väsby,0114C1100,Odenslunda norra-Frestaby-Ekeby,0114R003
0114,Upplands Väsby,0114C1140,Odenslunda norra-Frestaby-Ekeby,0114R003
0114,Upplands Väsby,0114C1020,Odenslunda södra-Bredden,0114R004
0114,Upplands Väsby,0114C1070,Odenslunda södra-Bredden,0114R004
0114,Upplands Väsby,0114C1160,Runby norra,0114R005
0114,Upplands Väsby,0114C1060,Runby södra-Ed,0114R006
0114,Upplands Väsby,0114C1110,Runby södra-Ed,0114R006
0114,Upplands Väsby,0114C1170,Skälby-Brunnby Vik,0114R007
0114,Upplands Väsby,0114C1190,Skälby-Brunnby Vik,0114R007
0114,Upplands Väsby,0114C1040,Smedby södra-Älvsunda,0114R008
0114,Upplands Väsby,0114C1080,Upplands Väsby centrum-Smedby norra,0114R009
0114,Upplands Väsby,0114C1090,Upplands Väsby centrum-Smedby norra,0114R009
0114,Upplands Väsby,0114A0010,Upplands Väsby omland,0114R010
0114,Upplands Väsby,0114C1120,Vilunda västra,0114R011
0114,Upplands Väsby,0114C1150,Vilunda västra,0114R011
0114,Upplands Väsby,0114C1130,Vilunda östra,0114R012
0114,Upplands Väsby,0114C1200,Vilunda östra,0114R012
0114,Upplands Väsby,0114C1210,Vilunda östra,0114R012
0115,Vallentuna,0115B3010,Karby-Brottby,0115R001
0115,Vallentuna,0115B2010,Lindholmen,0115R002
0115,Vallentuna,0115C1060,Vallentuna centrala tätort,0115R003
0115,Vallentuna,0115C1070,Vallentuna centrala tätort,0115R003
0115,Vallentuna,0115C1090,Vallentuna centrala tätort,0115R003
0115,Vallentuna,0115C1110,Vallentuna centrala tätort,0115R003
0115,Vallentuna,0115A0010,Vallentuna landsbygd,0115R004
0115,Vallentuna,0115A0020,Vallentuna landsbygd,0115R004
0115,Vallentuna,0115A0030,Vallentuna landsbygd,0115R004
0115,Vallentuna,0115A0040,Vallentuna landsbygd,0115R004
0115,Vallentuna,0115C1010,Vallentuna södra tätort,0115R005
0115,Vallentuna,0115C1020,Vallentuna södra tätort,0115R005
0115,Vallentuna,0115C1030,Vallentuna södra tätort,0115R005
0115,Vallentuna,0115C1040,Vallentuna södra tätort,0115R005
0115,Vallentuna,0115C1080,Vallentuna västra tätort,0115R006
0115,Vallentuna,0115C1130,Vallentuna västra tätort,0115R006
0115,Vallentuna,0115C1050,Vallentuna östra tätort,0115R007
0115,Vallentuna,0115C1100,Vallentuna östra tätort,0115R007
0115,Vallentuna,0115C1120,Vallentuna östra tätort,0115R007
0117,Österåker,0117C1130,Berga,0117R001
0117,Österåker,0117C1140,Berga,0117R001
0117,Österåker,0117C1150,Berga,0117R001
0117,Österåker,0117C1030,Brevik-Lervik-Flaxenvik,0117R002
0117,Österåker,0117C1080,Brevik-Lervik-Flaxenvik,0117R002
0117,Österåker,0117C1120,Hacksta-Centrumområdet,0117R003
0117,Österåker,0117A0020,Ljusterö-omkringliggande skärgård,0117R004
0117,Österåker,0117C1070,Margeretelunds centrum,0117R005
0117,Österåker,0117C1090,Margeretelunds centrum,0117R005
0117,Österåker,0117C1110,Norrgårdshöjden,0117R006
0117,Österåker,0117A0030,Roslagskulla-Furusundsleden,0117R007
0117,Österåker,0117A0010,Rydbo,0117R008
0117,Österåker,0117C1160,Skånsta-Singö,0117R009
0117,Österåker,0117C1190,Skånsta-Singö,0117R009
0117,Österåker,0117C1170,Stava-Smedby-Sjökarby,0117R010
0117,Österåker,0117C1180,Stava-Smedby-Sjökarby,0117R010
0117,Österåker,0117C1200,Stava-Smedby-Sjökarby,0117R010
0117,Österåker,0117C1010,Svinninge,0117R011
0117,Österåker,0117C1020,Svinninge,0117R011
0117,Österåker,0117C1100,Söra,0117R012
0117,Österåker,0117C1060,Tuna,0117R013
0117,Österåker,0117C1050,Täljö-Runö,0117R014
0117,Österåker,0117C1040,Österskär,0117R015
0120,Värmdö,0120C1190,Björnkärret-Nyhem,0120R001
0120,Värmdö,0120C1210,Djurö-Vindö,0120R002
0120,Värmdö,0120C1080,Farstalandet-Charlottendal,0120R003
0120,Värmdö,0120C1110,Farstalandet-Charlottendal,0120R003
0120,Värmdö,0120C1090,Hagaberg,0120R004
0120,Värmdö,0120C1130,Hemmesta,0120R005
0120,Värmdö,0120C1160,Hemmesta,0120R005
0120,Värmdö,0120C1040,Herrviksnäs-Strömma-Hässelmara,0120R006
0120,Värmdö,0120C1030,Ingarö norr,0120R007
0120,Värmdö,0120C1060,Ingarö norr,0120R007
0120,Värmdö,0120C1010,Ingarö söder,0120R008
0120,Värmdö,0120C1020,Ingarö söder,0120R008
0120,Värmdö,0120C1140,Kvarnberget-Hästhagen,0120R009
0120,Värmdö,0120C1180,Munkmora-Ösby grind,0120R010
0120,Värmdö,0120C1100,Mörtnäs,0120R011
0120,Värmdö,0120A0010,Norra Värdölandet-Skärgården,0120R012
0120,Värmdö,0120C1200,Norra Värdölandet-Skärgården,0120R012
0120,Värmdö,0120C1220,Ormingelandet,0120R013
0120,Värmdö,0120C1070,Skeppsdalsström,0120R014
0120,Värmdö,0120C1050,Stavsnäs,0120R015
0120,Värmdö,0120C1230,Torsby,0120R016
0120,Värmdö,0120C1150,Älvsala-Skärmarö,0120R017
0120,Värmdö,0120C1120,Ösbydalen-Holmviksskogen,0120R018
0120,Värmdö,0120C1170,Östra Ekedal-Höjdhagen,0120R019
0123,Järfälla,0123C1030,Barkarby västra-Skälby östra,0123R001
0123,Järfälla,0123C1060,Barkarby västra-Skälby östra,0123R001
0123,Järfälla,0123C1090,Barkarby östra-Veddesta,0123R002
0123,Järfälla,0123C1140,Barkarbystaden norra,0123R003
0123,Järfälla,0123C1330,Bolinder Strand,0123R004
0123,Järfälla,0123C1250,Centrala Jakobsberg,0123R005
0123,Järfälla,0123C1260,Centrala Jakobsberg,0123R005
0123,Järfälla,0123C1280,Centrala Jakobsberg,0123R005
0123,Järfälla,0123C1350,Centrala Kallhäll,0123R006
0123,Järfälla,0123C1360,Centrala Kallhäll,0123R006
0123,Järfälla,0123C1170,Centrala Söderhöjden,0123R007
0123,Järfälla,0123C1150,Centrala Viksjö norra,0123R008
0123,Järfälla,0123C1080,Centrala Viksjö södra,0123R009
0123,Järfälla,0123C1100,Centrala Viksjö södra,0123R009
0123,Järfälla,0123C1040,Fjällen-Fastebol,0123R010
0123,Järfälla,0123C1110,Fjällen-Fastebol,0123R010
0123,Järfälla,0123C1230,Hammaren västra,0123R011
0123,Järfälla,0123C1300,Jakobsberg norra,0123R012
0123,Järfälla,0123C1320,Jakobsberg norra,0123R012
0123,Järfälla,0123C1270,Jakobsberg västra,0123R013
0123,Järfälla,0123C1310,Jakobsberg västra,0123R013
0123,Järfälla,0123C1390,Kolarängen-Villastaden,0123R014
0123,Järfälla,0123C1340,Lädersättra,0123R015
0123,Järfälla,0123C1290,Nibble,0123R016
0123,Järfälla,0123C1160,Nyberg-Hammaren östra,0123R017
0123,Järfälla,0123C1190,Nyberg-Hammaren östra,0123R017
0123,Järfälla,0123C1380,Skogstorp,0123R018
0123,Järfälla,0123C1010,Skälby västra,0123R019
0123,Järfälla,0123C1020,Skälby västra,0123R019
0123,Järfälla,0123C1050,Skälby västra,0123R019
0123,Järfälla,0123C1400,Stäket,0123R020
0123,Järfälla,0123C1130,Tallbohov,0123R021
0123,Järfälla,0123C1210,Tallbohov,0123R021
0123,Järfälla,0123C1370,Ulvsättra,0123R022
0123,Järfälla,0123C1220,Vibblaby,0123R023
0123,Järfälla,0123C1240,Vibblaby,0123R023
0123,Järfälla,0123C1070,Viksjö västra,0123R024
0123,Järfälla,0123C1120,Viksjö västra,0123R024
0123,Järfälla,0123C1180,Viksjö västra,0123R024
0123,Järfälla,0123C1200,Ålsta,0123R025
0125,Ekerö,0125A0020,Adelsö-Munsö-Västra Ekerön,0125R001
0125,Ekerö,0125A0030,Adelsö-Munsö-Västra Ekerön,0125R001
0125,Ekerö,0125C1030,Ekebyhov-Träkvista-Väsby,0125R002
0125,Ekerö,0125C1060,Ekebyhov-Träkvista-Väsby,0125R002
0125,Ekerö,0125C1040,Ekerö centrum-Östra Ekerön,0125R003
0125,Ekerö,0125A0040,Färingsö omland,0125R004
0125,Ekerö,0125B3010,Kungsberga-Färentuna-Hilleshög,0125R005
0125,Ekerö,0125B3020,Kungsberga-Färentuna-Hilleshög,0125R005
0125,Ekerö,0125A0010,Lovön,0125R006
0125,Ekerö,0125B2020,Stenhamra,0125R007
0125,Ekerö,0125B2030,Stenhamra,0125R007
0125,Ekerö,0125C1050,Sundby-Ekerö sommarstad,0125R008
0125,Ekerö,0125B2010,Södra Färingsö,0125R009
0125,Ekerö,0125C1010,Västra Sandudden-Lundhagen-Skärvik,0125R010
0125,Ekerö,0125C1020,Västra Sandudden-Lundhagen-Skärvik,0125R010
0125,Ekerö,0125C1070,Älvnäs-Brunna-Närlunda,0125R011
0125,Ekerö,0125C1080,Älvnäs-Brunna-Närlunda,0125R011
0126,Huddinge,0126C1080,Flemingsberg västra,0126R001
0126,Huddinge,0126C1110,Flemingsberg västra,0126R001
0126,Huddinge,0126C1140,Flemingsberg västra,0126R001
0126,Huddinge,0126C1020,Flemingsberg östra,0126R002
0126,Huddinge,0126C1030,Flemingsberg östra,0126R002
0126,Huddinge,0126C1060,Flemingsberg östra,0126R002
0126,Huddinge,0126C1180,Flemingsberg-Kästa,0126R003
0126,Huddinge,0126C1360,Fullersta norra,0126R004
0126,Huddinge,0126C1380,Fullersta norra,0126R004
0126,Huddinge,0126C1390,Fullersta norra,0126R004
0126,Huddinge,0126C1210,Fullersta södra,0126R005
0126,Huddinge,0126C1280,Fullersta södra,0126R005
0126,Huddinge,0126A0010,Gladö-Lissma,0126R006
0126,Huddinge,0126C1270,Glömsta-Loviseberg,0126R007
0126,Huddinge,0126C1310,Glömsta-Loviseberg,0126R007
0126,Huddinge,0126C1050,Högmora-Vidja-Ågesta,0126R008
0126,Huddinge,0126C1350,Högmora-Vidja-Ågesta,0126R008
0126,Huddinge,0126C1530,Kungens Kurva-Kråkvik,0126R009
0126,Huddinge,0126C1010,Länna,0126R010
0126,Huddinge,0126C1560,Segeltorp,0126R011
0126,Huddinge,0126C1570,Segeltorp,0126R011
0126,Huddinge,0126C1580,Segeltorp,0126R011
0126,Huddinge,0126C1590,Segeltorp,0126R011
0126,Huddinge,0126C1230,Sjödalen centrala-norra,0126R012
0126,Huddinge,0126C1300,Sjödalen centrala-norra,0126R012
0126,Huddinge,0126C1320,Sjödalen centrala-norra,0126R012
0126,Huddinge,0126C1340,Sjödalen centrala-norra,0126R012
0126,Huddinge,0126C1120,Sjödalen södra,0126R013
0126,Huddinge,0126C1150,Sjödalen södra,0126R013
0126,Huddinge,0126C1190,Sjödalen södra,0126R013
0126,Huddinge,0126C1260,Sjödalen södra,0126R013
0126,Huddinge,0126C1070,Skogås västra,0126R014
0126,Huddinge,0126C1090,Skogås västra,0126R014
0126,Huddinge,0126C1130,Skogås västra,0126R014
0126,Huddinge,0126C1160,Skogås västra,0126R014
0126,Huddinge,0126C1040,Skogås östra,0126R015
0126,Huddinge,0126C1100,Skogås östra,0126R015
0126,Huddinge,0126C1170,Skogås östra,0126R015
0126,Huddinge,0126C1440,Snättringe,0126R016
0126,Huddinge,0126C1460,Snättringe,0126R016
0126,Huddinge,0126C1470,Snättringe,0126R016
0126,Huddinge,0126C1480,Snättringe,0126R016
0126,Huddinge,0126C1500,Snättringe,0126R016
0126,Huddinge,0126C1290,Stuvsta,0126R017
0126,Huddinge,0126C1400,Stuvsta,0126R017
0126,Huddinge,0126C1410,Stuvsta,0126R017
0126,Huddinge,0126C1430,Stuvsta,0126R017
0126,Huddinge,0126C1450,Stuvsta,0126R017
0126,Huddinge,0126C1200,Trångsund,0126R018
0126,Huddinge,0126C1240,Trångsund,0126R018
0126,Huddinge,0126C1330,Trångsund,0126R018
0126,Huddinge,0126C1220,Trångsund centrala,0126R019
0126,Huddinge,0126C1250,Trångsund centrala,0126R019
0126,Huddinge,0126C1510,Vårby gård,0126R020
0126,Huddinge,0126C1520,Vårby gård,0126R020
0126,Huddinge,0126C1540,Vårby gård,0126R020
0126,Huddinge,0126C1550,Vårby gård,0126R020
0126,Huddinge,0126C1370,Vårby Haga-Masmo,0126R021
0126,Huddinge,0126C1420,Vårby Haga-Masmo,0126R021
0126,Huddinge,0126C1490,Vårby Udde-Duvberget,0126R022
0127,Botkyrka,0127C1340,Albyberget,0127R001
0127,Botkyrka,0127C1350,Albyberget,0127R001
0127,Botkyrka,0127C1270,Albydalen,0127R002
0127,Botkyrka,0127C1280,Albydalen,0127R002
0127,Botkyrka,0127C1290,Albydalen,0127R002
0127,Botkyrka,0127C1300,Albydalen,0127R002
0127,Botkyrka,0127C1310,Albydalen,0127R002
0127,Botkyrka,0127C1120,Brantbrink-Tullingeskog-Rörmossen,0127R003
0127,Botkyrka,0127C1130,Brantbrink-Tullingeskog-Rörmossen,0127R003
0127,Botkyrka,0127C1140,Brantbrink-Tullingeskog-Rörmossen,0127R003
0127,Botkyrka,0127A0020,Eriksberg-Sturehov,0127R004
0127,Botkyrka,0127C1320,Eriksberg-Sturehov,0127R004
0127,Botkyrka,0127C1330,Fittja,0127R005
0127,Botkyrka,0127C1420,Fittja,0127R005
0127,Botkyrka,0127C1440,Fittja,0127R005
0127,Botkyrka,0127C1470,Fittja,0127R005
0127,Botkyrka,0127A0010,Grödinge,0127R006
0127,Botkyrka,0127C1370,Hallunda,0127R007
0127,Botkyrka,0127C1400,Hallunda,0127R007
0127,Botkyrka,0127C1430,Hallunda,0127R007
0127,Botkyrka,0127C1030,Kassmyra-Skäcklinge,0127R008
0127,Botkyrka,0127C1040,Kassmyra-Skäcklinge,0127R008
0127,Botkyrka,0127C1150,Lanthem-Tullinge centrum-Tullingeberg,0127R009
0127,Botkyrka,0127C1190,Lanthem-Tullinge centrum-Tullingeberg,0127R009
0127,Botkyrka,0127C1210,Lanthem-Tullinge centrum-Tullingeberg,0127R009
0127,Botkyrka,0127C1360,Norsborg,0127R010
0127,Botkyrka,0127C1380,Norsborg,0127R010
0127,Botkyrka,0127C1390,Norsborg,0127R010
0127,Botkyrka,0127C1410,Norsborg,0127R010
0127,Botkyrka,0127C1050,Riksten,0127R011
0127,Botkyrka,0127C1450,Slagsta,0127R012
0127,Botkyrka,0127C1460,Slagsta,0127R012
0127,Botkyrka,0127C1480,Slagsta,0127R012
0127,Botkyrka,0127C1080,Storvreten,0127R013
0127,Botkyrka,0127C1090,Storvreten,0127R013
0127,Botkyrka,0127C1110,Storvreten,0127R013
0127,Botkyrka,0127C1230,Tullinge parkhem,0127R014
0127,Botkyrka,0127C1250,Tullinge parkhem,0127R014
0127,Botkyrka,0127C1240,Tullinge villastad,0127R015
0127,Botkyrka,0127C1260,Tullinge villastad,0127R015
0127,Botkyrka,0127C1100,Tumba centrum-Segersjö-Sandstugan,0127R016
0127,Botkyrka,0127C1180,Tumba centrum-Segersjö-Sandstugan,0127R016
0127,Botkyrka,0127C1160,Tuna,0127R017
0127,Botkyrka,0127C1060,Uttran-Broäng,0127R018
0127,Botkyrka,0127C1070,Uttran-Broäng,0127R018
0127,Botkyrka,0127C1170,Vretarna-Hamra,0127R019
0127,Botkyrka,0127C1200,Vretarna-Hamra,0127R019
0127,Botkyrka,0127C1220,Vretarna-Hamra,0127R019
0127,Botkyrka,0127C1010,Vårsta,0127R020
0127,Botkyrka,0127C1020,Vårsta,0127R020
0128,Salem,0128A0010,Rönninge,0128R001
0128,Salem,0128C1010,Rönninge,0128R001
0128,Salem,0128C1020,Rönninge,0128R001
0128,Salem,0128C1040,Salem västra,0128R002
0128,Salem,0128C1060,Salem östra,0128R003
0128,Salem,0128C1070,Salem östra,0128R003
0128,Salem,0128C1030,Salems centrum,0128R004
0128,Salem,0128C1050,Salems centrum,0128R004
0136,Haninge,0136C1260,Brandbergen centrala,0136R001
0136,Haninge,0136C1270,Brandbergen centrala,0136R001
0136,Haninge,0136C1280,Brandbergen centrala,0136R001
0136,Haninge,0136C1320,Brandbergen norra,0136R002
0136,Haninge,0136C1180,Brandbergen södra,0136R003
0136,Haninge,0136C1230,Brandbergen södra,0136R003
0136,Haninge,0136C1240,Brandbergen södra,0136R003
0136,Haninge,0136B2010,Dalarö,0136R004
0136,Haninge,0136C1420,Gudö,0136R005
0136,Haninge,0136C1430,Gudö,0136R005
0136,Haninge,0136C1210,Handen centrala,0136R006
0136,Haninge,0136C1290,Handen centrala,0136R006
0136,Haninge,0136C1160,Handen södra,0136R007
0136,Haninge,0136C1190,Handen södra,0136R007
0136,Haninge,0136C1200,Handen södra,0136R007
0136,Haninge,0136C1170,Handen västra,0136R008
0136,Haninge,0136C1220,Handen västra,0136R008
0136,Haninge,0136C1250,Handen västra,0136R008
0136,Haninge,0136A0020,Haninge skärgård-glesbygd,0136R009
0136,Haninge,0136A0030,Haninge skärgård-glesbygd,0136R009
0136,Haninge,0136C1120,Jordbro centrala,0136R010
0136,Haninge,0136C1130,Jordbro centrala,0136R010
0136,Haninge,0136C1140,Jordbro norra,0136R011
0136,Haninge,0136C1150,Jordbro norra,0136R011
0136,Haninge,0136C1090,Jordbro Södra,0136R012
0136,Haninge,0136C1100,Jordbro Södra,0136R012
0136,Haninge,0136A0010,Muskö,0136R013
0136,Haninge,0136C1410,Norrby-Vendelsö Gård,0136R014
0136,Haninge,0136C1440,Norrby-Vendelsö Gård,0136R014
0136,Haninge,0136C1370,Söderby,0136R015
0136,Haninge,0136C1010,Tungelsta centrala,0136R016
0136,Haninge,0136C1020,Tungelsta centrala,0136R016
0136,Haninge,0136C1060,Tungelsta norra,0136R017
0136,Haninge,0136C1450,Tungelsta norra,0136R017
0136,Haninge,0136C1340,Vega centrala-Handen norra,0136R018
0136,Haninge,0136C1400,Vega norra,0136R019
0136,Haninge,0136C1310,Vega västra,0136R020
0136,Haninge,0136C1380,Vendelsö västra,0136R021
0136,Haninge,0136C1390,Vendelsö östra,0136R022
0136,Haninge,0136C1330,Vendelsömalm västra,0136R023
0136,Haninge,0136C1360,Vendelsömalm västra,0136R023
0136,Haninge,0136C1300,Vendelsömalm östra,0136R024
0136,Haninge,0136C1350,Vendelsömalm östra,0136R024
0136,Haninge,0136C1040,Västerhaninge centrala,0136R025
0136,Haninge,0136C1070,Västerhaninge norra,0136R026
0136,Haninge,0136C1110,Västerhaninge norra,0136R026
0136,Haninge,0136C1080,Västerhaninge västra,0136R027
0136,Haninge,0136C1030,Västerhaninge östra,0136R028
0136,Haninge,0136C1050,Västerhaninge östra,0136R028
0138,Tyresö,0138C1010,Fornudden-Drevviken,0138R001
0138,Tyresö,0138C1020,Fornudden-Drevviken,0138R001
0138,Tyresö,0138C1140,Fårdala,0138R002
0138,Tyresö,0138C1120,Granängsringen-Nyboda,0138R003
0138,Tyresö,0138C1130,Granängsringen-Nyboda,0138R003
0138,Tyresö,0138C1030,Hanviken-Skälsätra,0138R004
0138,Tyresö,0138C1040,Hanviken-Skälsätra,0138R004
0138,Tyresö,0138C1110,Hanviken-Skälsätra,0138R004
0138,Tyresö,0138C1070,Krusboda,0138R005
0138,Tyresö,0138C1100,Krusboda,0138R005
0138,Tyresö,0138C1170,Lindalen,0138R006
0138,Tyresö,0138A0010,Raksta-Brevik,0138R007
0138,Tyresö,0138C1060,Raksta-Brevik,0138R007
0138,Tyresö,0138C1250,Raksta-Brevik,0138R007
0138,Tyresö,0138C1210,Sikvägen,0138R008
0138,Tyresö,0138C1150,Tyresö centrum,0138R009
0138,Tyresö,0138C1160,Tyresö centrum,0138R009
0138,Tyresö,0138C1200,Tyresö centrum,0138R009
0138,Tyresö,0138C1190,Tyresö Strand,0138R010
0138,Tyresö,0138C1220,Tyresö Strand,0138R010
0138,Tyresö,0138C1240,Tyresö Strand,0138R010
0138,Tyresö,0138C1090,Västra Farmarstigen,0138R011
0138,Tyresö,0138C1050,Västra Trollbäcken,0138R012
0138,Tyresö,0138C1180,Öringe-Kolardammarna,0138R013
0138,Tyresö,0138C1230,Öringe-Kolardammarna,0138R013
0138,Tyresö,0138C1080,Östra Farmarstigen,0138R014
0139,Upplands-Bro,0139C1060,Brunna,0139R001
0139,Upplands-Bro,0139C1070,Brunna,0139R001
0139,Upplands-Bro,0139B2020,Centrala Bro,0139R002
0139,Upplands-Bro,0139B2030,Centrala Bro,0139R002
0139,Upplands-Bro,0139B2050,Centrala Bro,0139R002
0139,Upplands-Bro,0139C1010,Centrala Kungsängen,0139R003
0139,Upplands-Bro,0139C1040,Centrala Kungsängen,0139R003
0139,Upplands-Bro,0139C1030,Lillsjön-Sylta-Ålsta,0139R004
0139,Upplands-Bro,0139B2060,Norra Bro,0139R005
0139,Upplands-Bro,0139C1020,Norrboda-Tibble,0139R006
0139,Upplands-Bro,0139C1050,Norrboda-Tibble,0139R006
0139,Upplands-Bro,0139B2010,Rosenängarna-Österhagen,0139R007
0139,Upplands-Bro,0139B2040,Södra Bro-Önsta,0139R008
0139,Upplands-Bro,0139A0020,Upplands-Bro norra omland,0139R009
0139,Upplands-Bro,0139A0010,Upplands-Bro södra omland,0139R010
0140,Nykvarn,0140C1010,Nykvarn,0140R001
0140,Nykvarn,0140C1020,Nykvarn,0140R001
0140,Nykvarn,0140C1030,Nykvarn,0140R001
0140,Nykvarn,0140C1040,Nykvarn,0140R001
0140,Nykvarn,0140A0020,Taxinge,0140R002
0140,Nykvarn,0140A0010,Turinge,0140R003
0160,Täby,0160C1340,Arninge-Ullna,0160R001
0160,Täby,0160C1370,Byle,0160R002
0160,Täby,0160C1120,Ella Gård,0160R003
0160,Täby,0160C1130,Ella Gård,0160R003
0160,Täby,0160C1180,Ella Gård,0160R003
0160,Täby,0160C1210,Ella Park,0160R004
0160,Täby,0160C1260,Ensta,0160R005
0160,Täby,0160C1280,Erikslund,0160R006
0160,Täby,0160C1250,Gribby-Kohagen,0160R007
0160,Täby,0160C1290,Gribby-Kohagen,0160R007
0160,Täby,0160C1300,Gribby-Myräng,0160R008
0160,Täby,0160C1310,Gribby-Myräng,0160R008
0160,Täby,0160C1350,Karlsund,0160R009
0160,Täby,0160C1020,Lahäll,0160R010
0160,Täby,0160C1060,Lahäll,0160R010
0160,Täby,0160C1360,Midgård,0160R011
0160,Täby,0160C1090,Nytorp,0160R012
0160,Täby,0160C1040,Näsby Park,0160R013
0160,Täby,0160C1010,Näsby Slott,0160R014
0160,Täby,0160C1080,Näsbydal,0160R015
0160,Täby,0160C1100,Näsbydal,0160R015
0160,Täby,0160C1030,Roslags-Näsby,0160R016
0160,Täby,0160C1050,Roslags-Näsby,0160R016
0160,Täby,0160C1380,Runborg,0160R017
0160,Täby,0160C1110,Skarpäng,0160R018
0160,Täby,0160C1170,Skarpäng,0160R018
0160,Täby,0160C1200,Tibble,0160R019
0160,Täby,0160C1230,Tibble,0160R019
0160,Täby,0160C1150,Täby Centrum,0160R020
0160,Täby,0160C1140,Täby Park,0160R021
0160,Täby,0160C1270,Vallabrink,0160R022
0160,Täby,0160C1320,Vallatorp,0160R023
0160,Täby,0160C1070,Viggbyholm,0160R024
0160,Täby,0160C1330,Visinge,0160R025
0160,Täby,0160C1190,Västra Hägernäs,0160R026
0160,Täby,0160C1240,Västra Hägernäs,0160R026
0160,Täby,0160C1160,Östra Hägernäs,0160R027
0160,Täby,0160C1220,Östra Hägernäs,0160R027
0162,Danderyd,0162C1070,Danderyd centrala västra,0162R001
0162,Danderyd,0162C1090,Danderyd centrala västra,0162R001
0162,Danderyd,0162C1140,Danderyd centrala västra,0162R001
0162,Danderyd,0162C1040,Danderyd centrala östra,0162R002
0162,Danderyd,0162C1060,Danderyd centrala östra,0162R002
0162,Danderyd,0162C1110,Danderyd västra,0162R003
0162,Danderyd,0162C1130,Danderyd västra,0162R003
0162,Danderyd,0162C1170,Danderyd västra,0162R003
0162,Danderyd,0162C1100,Djursholm norra,0162R004
0162,Danderyd,0162C1150,Djursholm norra,0162R004
0162,Danderyd,0162C1160,Djursholm norra,0162R004
0162,Danderyd,0162C1030,Djursholm södra,0162R005
0162,Danderyd,0162C1080,Djursholm södra,0162R005
0162,Danderyd,0162C1120,Djursholm södra,0162R005
0162,Danderyd,0162C1180,Enebyberg,0162R006
0162,Danderyd,0162C1190,Enebyberg,0162R006
0162,Danderyd,0162C1200,Enebyberg,0162R006
0162,Danderyd,0162C1010,Stocksund,0162R007
0162,Danderyd,0162C1020,Stocksund,0162R007
0162,Danderyd,0162C1050,Stocksund,0162R007
0163,Sollentuna,0163C1090,Bagarby,0163R001
0163,Sollentuna,0163C1100,Bagarby,0163R001
0163,Sollentuna,0163C1120,Bagarby,0163R001
0163,Sollentuna,0163C1250,Edsberg,0163R002
0163,Sollentuna,0163C1260,Edsberg,0163R002
0163,Sollentuna,0163C1270,Edsberg,0163R002
0163,Sollentuna,0163C1050,Edsviken-Kummelby,0163R003
0163,Sollentuna,0163C1080,Edsviken-Kummelby,0163R003
0163,Sollentuna,0163C1040,Eriksberg-Fågelsången,0163R004
0163,Sollentuna,0163C1060,Eriksberg-Fågelsången,0163R004
0163,Sollentuna,0163C1130,Falkberget-Södra Sjöberg,0163R005
0163,Sollentuna,0163C1190,Falkberget-Södra Sjöberg,0163R005
0163,Sollentuna,0163C1360,Gillbo-Gillberga,0163R006
0163,Sollentuna,0163C1380,Gillbo-Gillberga,0163R006
0163,Sollentuna,0163C1030,Helenelunds centrum,0163R007
0163,Sollentuna,0163C1220,Häggvik-Klasro,0163R008
0163,Sollentuna,0163C1240,Häggvik-Klasro,0163R008
0163,Sollentuna,0163C1160,Knista,0163R009
0163,Sollentuna,0163C1180,Knista,0163R009
0163,Sollentuna,0163C1210,Landsnora-Kvarnskogen,0163R010
0163,Sollentuna,0163C1230,Landsnora-Kvarnskogen,0163R010
0163,Sollentuna,0163C1300,Norrviken,0163R011
0163,Sollentuna,0163C1330,Norrviken,0163R011
0163,Sollentuna,0163C1140,Nytorp-Hersby-Skansen,0163R012
0163,Sollentuna,0163C1200,Nytorp-Hersby-Skansen,0163R012
0163,Sollentuna,0163C1350,Rotebro centrum,0163R013
0163,Sollentuna,0163C1370,Rotsunda,0163R014
0163,Sollentuna,0163C1390,Rotsunda,0163R014
0163,Sollentuna,0163C1400,Rotsunda,0163R014
0163,Sollentuna,0163C1170,Sjöbergs centrum,0163R015
0163,Sollentuna,0163C1150,Sollentuna centrum,0163R016
0163,Sollentuna,0163C1010,Tegelhagen-Silverdal,0163R017
0163,Sollentuna,0163C1020,Tegelhagen-Silverdal,0163R017
0163,Sollentuna,0163C1070,Töjnan,0163R018
0163,Sollentuna,0163C1110,Töjnan,0163R018
0163,Sollentuna,0163C1290,Vaxmora-Väsjön,0163R019
0163,Sollentuna,0163C1310,Vaxmora-Väsjön,0163R019
0163,Sollentuna,0163C1280,Viby-Järvafältet,0163R020
0163,Sollentuna,0163C1320,Viby-Järvafältet,0163R020
0163,Sollentuna,0163C1340,Viby-Järvafältet,0163R020
0180,Stockholm,0180C4050,Abrahamsberg,0180R001
0180,Stockholm,0180C4190,Abrahamsberg,0180R001
0180,Stockholm,0180C6340,Akalla,0180R002
0180,Stockholm,0180C6410,Akalla,0180R002
0180,Stockholm,0180C6420,Akalla,0180R002
0180,Stockholm,0180C6430,Akalla,0180R002
0180,Stockholm,0180C6440,Akalla,0180R002
0180,Stockholm,0180C4080,Alvik,0180R003
